;ARTICLE_TITLE;PUBYEAR;wos
2645;Emergent technologies and analytical approaches for understanding the effects of multiple stressors in aquatic environments;2016;True
2646;Input Projection Algorithms Influence in Prediction and Optimization of QoS Accuracy;2014;True
2647;Lost in Translation ( LiT);2014;True
2648;GenAp: a distributed SQL interface for genomic data;2016;True
2649;An Architecture for Orchestrating Hadoop Applications in Hybrid Cloud;2014;True
2650;ON A HADOOP CLICHE: PHYSICAL AND LOGICAL MODELS SEPARATION;2015;True
2651;Study on Network Architecture of Big Data Center for the Efficient Control of Huge Data Traffic;2014;True
2652;NAPOLI FUTURA: Novel Approaches for Protecting Critical Infrastructures from Cyber Attacks;2014;True
2653;Biocuration and biodiversity: process, successes, failures, solutions and perspectives;2014;True
2654;Advancing value creation and value capture in data-intensive contexts;2013;True
2655;AGRICULTURAL IMPACTS Big data insights into pest spread;2013;True
2656;REVIEW: Predictive ecology in a changing world;2015;True
2657;A solution for information management in logistics operations of modern manufacturing chains;2014;True
2658;Big Data consumer analytics and the transformation of marketing;2016;True
2659;Context-aware scheduling in MapReduce: a compact review;2015;True
2660;Survey of Clinical Data Mining Applications on Big Data in Health Informatics;2013;True
2661;Robot: An Efficient Model For Big Data Storage Systems Based On Erasure Coding;2013;True
2662;m2r2: A Framework for Results Materialization and Reuse in High-Level Dataflow Systems for Big Data;2013;True
2663;Communication Theoretic Data Analytics;2015;True
2664;"Nurse Continuity and Hospital-Acquired Pressure Ulcers A Comparative Analysis Using an Electronic Health Record ""Big Data"" Set";2015;True
2665;Big data reduction by fitting mathematical functions A search for appropriate functions to fit Ramachandran surfaces;2015;True
2666;Internet Information Source Discovery based on Multi-Seeds Cocitation;2014;True
2667;Content Analysis in an Era of Big Data: A Hybrid Approach to Computational and Manual Methods;2013;True
2668;YCSB and TPC-H: Big Data and Decision Support Benchmarks;2014;True
2669;A perspective on applications of in-memory analytics in supply chain management;2015;True
2670;Big Data Exploration through Visual Analytics;2012;True
2671;Predicting Days in Hospital Using Health Insurance Claims;2015;True
2672;The Service Revolution and the Transformation of Marketing Science;2014;True
2673;Structuring Collaborative Business Intelligence: A Literature Review;2014;True
2674;KASR: A Keyword-Aware Service Recommendation Method on MapReduce for Big Data Applications;2014;True
2675;From multiple modes for surveys to multiple data sources for estimates;2014;True
2676;Design and Implementation of Network User Behaviors Analysis Based on Hadoop for Big Data;2014;True
2677;Node-coupling clustering approaches for link prediction;2015;True
2678;Sharpening Analytic Focus to Cope with Big Data Volume and Variety;2015;True
2679;Breast Imaging in the Era of Big Data: Structured Reporting and Data Mining;2016;True
2680;Creating a Common Data Model for Comparative Effectiveness with the Observational Medical Outcomes Partnership;2015;True
2681;Benchmarking Spatial Big Data;2014;True
2682;Big Data and Hadoop-A Study in Security Perspective;2015;True
2683;CALVALUS: FULL-MISSION EO CAL/VAL, PROCESSING AND EXPLOITATION SERVICES;2012;True
2684;Extraction of relations between genes and diseases from text and large-scale data analysis: implications for translational research;2015;True
2685;New and emerging analytical techniques for marine biotechnology;2012;True
2686;Best-Fit Mobile Recharge Pack Recommendation;2013;True
2687;Fast algorithm for feature extraction;2015;True
2688;On Graduate Students-centered English Teaching based on PBL in the Big Data Era;2015;True
2689;Integrating modelling and smart sensors for environmental and human health;2015;True
2690;IBM Predicts Cloud Computing Demand for Sports Tournaments;2016;True
2691;Cludoop: An Efficient Distributed Density-Based Clustering for Big Data Using Hadoop;2015;True
2692;Big Data security and privacy: A review;2014;True
2693;Evaluating Corpora Documentation with regards to the Ethics and Big Data Charter;2014;True
2694;Real-Time Big Data Analytical Architecture for Remote Sensing Application;2015;True
2695;Life beyond big data: governing with little analytics;2015;True
2696;BIG DATA. BIG DATA WITH NETEZZA;2013;True
2697;System proposal and CRS model design applying personal Information protection for BIG DATA analysis;2014;True
2698;Challenges of Privacy Protection in Big Data Analytics;2013;True
2699;A NETWORK OF COOPERATIVE LEARNERS FOR DATA-DRIVEN STREAM MINING;2014;True
2700;Mobile Internet Big Data Platform in China Unicom;2014;True
2701;Data and Energy Integrated Communication Networks for Wireless Big Data;2016;True
2702;Multi-tenant Elastic Extension Tables Data Management;2014;True
2703;Banian: A Cross-Platform Interactive Query System for Structured Big Data;2015;True
2704;Thinking of Corporation Financial Management Innovation in the Era of Big Data;2015;True
2705;Theoretical Foundations for Digital Text Analysis;2016;True
2706;Research on Algorithm Recommended by Online Education for Big Data;2015;True
2707;"The ""Social Life of Methods': A Critical Introduction";2013;True
2708;The Application Research of Operating Vehicle GPS Big Data Mining;2015;True
2709;A cloud-based architecture for Big-Data Analytics in Smart Grid: A Proposal;2013;True
2710;A study on the establishment of policies for the activation of a big data industry and prioritization of policies: Lessons from Korea;2015;True
2711;Use of Machine Learning in Big Data Analytics for Insider Threat Detection;2015;True
2712;Human Interaction-Oriented Robotic Form Generation Reimagining Architectural Robotics Through the Lens of Human Experience;2016;True
2713;Process Cubes: Slicing, Dicing, Rolling Up and Drilling Down Event Data for Process Mining;2013;True
2714;Tile Based Visual Analytics for Twitter Big Data Exploratory Analysis;2013;True
2715;Coalition Games for Spatio-Temporal Big Data in Internet of Vehicles Environment: A Comparative Analysis;2015;True
2716;Big data and the future of ecology;2013;True
2717;Redesign of Curricula in Transit Systems Planning to Meet Data-Driven Challenges;2015;True
2718;Effect of environmental factors on Internet searches related to sinusitis;2015;True
2719;Mobile storage augmentation in mobile cloud computing: Taxonomy, approaches, and open issues;2015;True
2720;Big Data Analytics as a Service for Affective Humanoid Service Robots;2015;True
2721;DiploCloud: Efficient and Scalable Management of RDF Data in the Cloud;2016;True
2722;Network dynamics in the tumor microenvironment;2015;True
2723;Proposing a New Conceptual Model and an Exemplar Measure Using Health Information Technology to Examine the Impact of Relational Nurse Continuity on Hospital-Acquired Pressure Ulcers;2015;True
2724;Ranking Users Based on Influence in a Directional Social Network;2014;True
2725;"Using ""Big Data"" to Dissect Clinical Heterogeneity";2015;True
2726;How Data Partitioning Strategies and Subset Size Influence the Performance of an Ensemble?;2013;True
2727;Railway assets: A potential domain for big data analytics;2015;True
2728;Three-Steps Methodology for Patents Prior-Art Retrieval and Structured Physical Knowledge Extracting;2015;True
2729;Adaption and Application of the Four Phase Trials to Traditional Chinese Medicines;2013;True
2730;Prediction model averaging estimator;2015;True
2731;Research on Internet-Finance Risk Warning based on Big Data;2015;True
2732;An MM-Based Algorithm for l(1)-Regularized Least-Squares Estimation With an Application to Ground Penetrating Radar Image Reconstruction;2016;True
2733;Reflection on Quality Assurance System of Higher Vocational Education under Big Data Era;2015;True
2734;Towards a General Research Framework for Social Media Research Using Big Data;2015;True
2735;Optimizing Large Data Transfers over 100Gbps Wide Area Networks;2013;True
2736;The Analysis Research of Hierarchical Storage System Based on Hadoop Framework;2015;True
2737;Energy-efficient adaptive networked datacenters for the QoS support of real-time applications;2015;True
2738;A Review of Analytics and Clinical Informatics in Health Care;2014;True
2739;TMR: Towards an efficient semantic-based heterogeneous transportation media big data retrieval;2016;True
2740;Segmentation of geophysical data: a big data friendly approach;2015;True
2741;Real-Time Big Data Analytics: Applications and Challenges;2014;True
2742;Big Data approach to biometric-based identity analytics;2015;True
2743;A Big Data Architecture for Large Scale Security Monitoring;2014;True
2744;Efficient Skyline Computation on Big Data;2013;True
2745;Distributed and Parallel Approach for Handle and Perform Huge Datasets;2015;True
2746;Predicting Ship Behavior Navigating Through Heavily Trafficked Fairways by Analyzing AIS Data on Apache HBase;2013;True
2747;Embodied Information Behavior, Mixed Reality and Big Data;2015;True
2748;HcBench: Methodology, Development, and Characterization of a Customer Usage Representative Big Data/Hadoop Benchmark;2013;True
2749;Automated identification of retained surgical items in radiological images;2015;True
2750;Metadata Traces and Workload Models for Evaluating Big Storage Systems;2012;True
2751;Large-scale Heterogeneous Program Retrieval through Frequent Pattern Discovery and Feature Correlation Analysis;2014;True
2752;Creating Value In Health Care Through Big Data: Opportunities And Policy Implications;2014;True
2753;Extraction of the global absolute temperature for Northern Hemisphere using a set of 6190 meteorological stations from 1800 to 2013;2015;True
2754;Qualifying high-throughput immune repertoire sequencing;2014;True
2755;Re-engineering Data with 4D Ontologies and Graph Databases;2013;True
2756;Reduction of Association Rules for Big Data Sets in Socially-Aware Computing;2013;True
2757;Nudging Through Technology Choice architectures and the mobile information revolution;2013;True
2758;An Improved ODS Platform on Large Enterprise-level;2015;True
2759;Mining the Situation: Spatiotemporal Traffic Prediction With Big Data;2015;True
2760;'Big data' approaches to trauma outcome prediction and autonomous resuscitation;2014;True
2761;MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB;2013;True
2762;Urban activity pattern classification using topic models from online geo-location data;2014;True
2763;Classification of microarray using MapReduce based proximal support vector machine classifier;2015;True
2764;Iterative sampling based frequent itemset mining for big data;2015;True
2765;Big Data Analysis Techniques for Cyber-Threat Detection in Critical Infrastructures;2014;True
2766;Addressing Big Data Time Series: Mining Trillions of Time Series Subsequences Under Dynamic Time Warping;2013;True
2767;Quantum Cognition;2014;True
2768;Big Data Deep Learning: Challenges and Perspectives;2014;True
2769;Distributed Online Big Data Classification Using Context Information;2013;True
2770;Investigative Response Modeling and Predictive Data Collection;2012;True
2771;AUTOMATIC USER PROFILE MAPPING TO MARKETING SEGMENTS IN A BIG DATA CONTEXT;2015;True
2772;Big Data Processing with Probabilistic Latent Semantic Analysis on MapReduce;2013;True
2773;Big Geo Data: Standards and Best Practices An Introduction to OGC and ISO Big Data standards - and why you should know them;2014;True
2774;CREATING AN UNBROKEN LINE BETWEEN THE STUDENT CLASSROOM EXPERIENCE AND THE EMERGING TECHNOLOGY WORKPLACE: AN INNOVATIVE MODEL FOR TECHNICAL COLLEGE AND INDUSTRY COLLABORATION;2014;True
2775;Can Big Data Analyses Help Speed Up the Clinical Development of Mucoactive Drugs for Symptomatic RTIs?;2016;True
2776;A Reduction Algorithm for the Big Data in 3D Surface Reconstruction;2013;True
2777;Big Data Spectra Analysis Using Analytical Programming and Random Decision Forests;2014;True
2778;The challenges of personal data markets and privacy;2015;True
2779;Evaluating the Quality of Social Media Data in Big Data Architecture;2015;True
2780;Forecasting the Consumption Trend by the Big Data: An Application of the Web Search Data;2015;True
2781;Big Data and Management Issues;2013;True
2782;A critical analysis of decision support systems research revisited: the rise of design science;2014;True
2783;Quantifying socio-economic indicators in developing countries from mobile phone communication data: applications to Cote d'Ivoire;2015;True
2784;Research on Dynamic Scheduling of Grid Monitoring Data Processing Tasks Based Storm;2014;True
2785;DataEx: Interactive Relationship Explorer of Freebase Knowledge Repository;2013;True
2786;Developing ethical approaches to data and civil society: from availability to accessibility;2015;True
2787;'Privacy Lost - and Found?' Some Aspects of Regaining Citizens' Privacy by Means of PET in the age of 'big Data';2014;True
2788;Type based Keyword Search for Securing Big Data;2013;True
2789;BioDB extractor: customized data extraction system for commonly used bioinformatics databases;2015;True
2790;Big data quantum private comparison with the intelligent third party;2015;True
2791;The commodification of patient opinion: the digital patient experience economy in the age of big data;2014;True
2792;Similarity Searching for the Big Data Challenges and Research Objectives;2015;True
2793;Building a multi-scaled geospatial temporal ecology database from disparate data sources: fostering open science and data reuse;2015;True
2794;GRASP-based resource re-optimization for effective big data access in federated clouds;2016;True
2795;Decision Support with Big Data: A Case Study in the Hospitality Industry;2014;True
2796;Research on the New Pattern and Methodology of Enterprise Operation and Management in the Big Data Information Era;2015;True
2797;"The case for ""n all"": Why the Big Data revolution will probably happen differently in the mining sector";2015;True
2798;Fast optimization of hyperparameters for support vector regression models with highly predictive ability;2015;True
2799;A Cognitive Perspective for Information Processing in Bandwidth-Limited Wireless Communications;2014;True
2800;CloudJet4BigData: Streamlining Big Data via an accelerated socket interface;2014;True
2801;Communication Theoretic Prediction on Networked Data;2015;True
2802;Memory Management for Big Data Mining - Cache Hit Rate Estimation of LessFU;2014;True
2803;Use of Open Space Box: Supporting Tele-Medicine in Space through Efficient Data Transmission;2015;True
2804;An Efficient OLAP Query Algorithm Based on Dimension Hierarchical Encoding Storage and Shark;2014;True
2805;Research on Network Education Method based on the Big Data;2015;True
2806;RTIC-C: A Big Data System for Massive Traffic Information Mining;2013;True
2807;An empirical study of the rise of big data in business scholarship;2016;True
2808;Opening up to Big Data: Computer-Assisted Analysis of Textual Data in Social Sciences;2013;True
2809;Uncovering the message from the mess of big data;2016;True
2810;The governance strategies for public emergencies on social media and their effects: a case study based on the microblog data;2016;True
2811;INTO THE AGE OF NON-ECONOMICS;2014;True
2812;AN EXTENSIBLE BIOMARKER CURATION APPROACH AND SOFTWARE INFRASTRUCTURE FOR THE EARLY DETECTION OF CANCER;2009;True
2813;Data, Information and Intelligence;2014;True
2814;Big Data Parallelism: Issues in different X-Information Paradigms;2015;True
2815;Big Data Meets Quantum Chemistry Approximations: The Delta-Machine Learning Approach;2015;True
2816;Data Mining from NoSQL Document-Append Style Storages;2014;True
2817;Big Microdata for Population Research;2014;True
2818;Big Data, Little Decisions: Tightening the Loop between Data Crunching and Human Expertise;2013;True
2819;Other People's Papers;2015;True
2820;Virtual GEOINT Center: C2ISR through an avatar's eyes;2013;True
2821;Utilizing Semantic Wiki Technology for Intelligence Analysis at the Tactical Edge;2014;True
2822;Big Data for Health;2015;True
2823;Bloom Filter Based Optimization on HBase with MapReduce;2014;True
2824;IoT4S: a new architecture to exploit sensing capabilities in smart cities;2014;True
2825;On the Problem of Clustering Spatial Big Data;2015;True
2826;Virtual Health Management;2014;True
2827;What does user focus mean? Marketing strategy and tactics;2015;True
2828;A Wide-Area, Wide-Spectrum Big Data System;2015;True
2829;On the Internet of Things, smart cities and the WHO Healthy Cities;2014;True
2830;Bibliographic Records as Humanities Big Data;2013;True
2831;Big Data for Business Managers - Bridging the gap between Potential and Value;2013;True
2832;Accelerating BIRCH for Clustering Large Scale Streaming Data Using CUDA Dynamic Parallelism;2013;True
2833;A collaborative BCI system based on P300 signals as a new tool for life log indexing;2014;True
2834;Scaling up MapReduce-based Big Data Processing on Multi-GPU systems;2015;True
2835;Energy Efficient MapReduce with VFI-enabled Multicore Platforms;2015;True
2836;Long-term effect of September 11 on the political behavior of victims' families and neighbors;2013;True
2837;FAST AND ROBUST BOOTSTRAP IN ANALYSING LARGE MULTIVARIATE DATASETS;2014;True
2838;A Conceptual Framework for Big Data Implementation to Handle Large Volume of Complex Data;2016;True
2839;Big data from small data: data-sharing in the 'long tail' of neuroscience;2014;True
2840;Big Data in Neonatal Intensive Care;2013;True
2841;servIoTicy and iServe: a Scalable Platform for Mining the IoT;2015;True
2842;BIG DATA AND THE CONSTRUCTION OF CALCULATIVE CENTRES: HOW BIG DATA RESHAPES ORGANIZATIONAL POWER RELATED TO INFORMATION MANAGEMENT;2015;True
2843;Using APIs for Data Collection on Social Media;2014;True
2844;Research on the Technology of On-line Audit Warning in Big Data Environment;2015;True
2845;Efficient community identification and maintenance at multiple resolutions on distributed datastores;2015;True
2846;Evaluating Parallel Logistic Regression Models;2013;True
2847;A Technology for BigData Analysis Task Description using Domain-Specific Languages;2014;True
2848;Tourism analytics with massive user-generated content: A case study of Barcelona;2015;True
2849;Scalable multi-dimensional RNN query processing;2015;True
2850;Celebrating Organization Theory: The After-Party;2015;True
2851;Methodological issues in observational studies and non-randomized controlled trials in oncology in the era of big data;2015;True
2852;Web-based data visualization of an MMO virtual regatta using a virtual globe;2015;True
2853;Falsification Testing of Instrumental Variables Methods for Comparative Effectiveness Research;2016;True
2854;For fun and profit: the limits and possibilities of Google-Maps-based geoweb applications;2015;True
2855;Cardea: Cloud Based Employee Health and Wellness Integrated Wellness Application with a Wearable Device and the HCM Data Store;2014;True
2856;A Neural Network Based Model for Predicting Psychological Conditions;2015;True
2857;Big Data, Big Challenges;2014;True
2858;Why Clouds Give Me a Case of the Vapors;2014;True
2859;OAMS: A Highly Reliable Metadata Service for Big Data Storage;2013;True
2860;NATIONWIDE GROUND DEFORMATION MONITORING BY PERSISTENT SCATTERER INTERFEROMETRY;2015;True
2861;From proteomics to personalized medicine: the road ahead;2016;True
2862;Energy-Aware Scheduling of MapReduce Jobs for Big Data Applications;2015;True
2863;A Brief Analysis of the Current Security Situation of China Cloud Data Service;2015;True
2864;Big Data Investment, Skills, and Firm Value;2014;True
2865;Can big data help us close an epilepsy care gap?;2015;True
2866;Analyzing the Political Landscape of 2012 Korean Presidential Election in Twitter;2014;True
2867;Hybrid Visualisation of Digital Production Big Data;2015;True
2868;Geodemographics and the practices of geographic information science;2012;True
2869;SELF-ADAPTIVE STRETCH IN ANAMORPHIC IMAGE COMPRESSION;2014;True
2870;Towards revealing the functions of all genes in plants;2014;True
2871;Power Grid Time Series Data Analysis with Pig on a Hadoop Cluster compared to Multi Core Systems;2013;True
2872;Urban Traffic Operation Pattern and Spatiotemporal Mode Based on Big Data (Taking Beijing Urban Area as an Example);2016;True
2873;Inference from small and big data sets with error rates;2015;True
2874;Internet Big Data Information Analysis and Power Intelligent Automation Risk Prediction Based on Case Based Reasoning;2015;True
2875;Challenges and Best Practices for Enterprise Adoption of Big Data Technologies;2014;True
2876;Stochastic Approximation vis-a-vis Online Learning for Big Data Analytics;2014;True
2877;Processing-in-Memory: Exploring the Design Space;2015;True
2878;The implications of big data for developing and transitional economies: Extending the Triple Helix?;2014;True
2879;Big Data: New Tricks for Econometrics;2014;True
2880;Urban magnetism through the lens of geo-tagged photography;2015;True
2881;Wild-Health: From Quantified Self to Self-Understanding;2016;True
2882;InCHlib - interactive cluster heatmap for web applications;2014;True
2883;Country-risk measurement and analysis: A new conceptualization and managerial tool;2015;True
2884;Examining Absorptive Capacity in Supply Chains: Linking Responsive Strategy and Firm Performance;2015;True
2885;The Human Toxome Collaboratorium: A Shared Environment for Multi-Omic Computational Collaboration within a Consortium;2016;True
2886;Forecasting macroeconomic variables in data-rich environments;2016;True
2887;"Limited sampling hampers ""big data"" estimation of species richness in a tropical biodiversity hotspot";2015;True
2888;Detecting Malicious Domains via Graph Inference;2014;True
2889;Exploiting Big Data for Enhanced Representations in Content-Based Recommender Systems;2013;True
2890;A Unified Algorithmic Framework for Block-Structured Optimization Involving Big Data;2016;True
2891;Government Management Innovation in the Age of Big Data;2014;True
2892;A Tale of Two Airports: Exploring Flight Traffic at SFO and OAK;2011;True
2893;Budget-Driven Big Data Classification;2015;True
2894;Fusing Randomized Trials With Big Data The Key to Self-learning Health Care Systems?;2015;True
2895;Process of big data analysis adoption: Defining big data as a new IS innovation and examining factors affecting the process;2015;True
2896;Towards a Conceptual Framework for Classifying Visualisations of Data from Urban Mobility Services;2015;True
2897;Big Data Conditional Business Rule Calculations in Multidimensional In-GPU-Memory OLAP Databases;2015;True
2898;The creative economy in global competition;2015;True
2899;A scalable framework for spatiotemporal analysis of location-based social media data;2015;True
2900;Traffic big data prediction and visualization using Fast Incremental Model Trees-Drift Detection (FIMT-DD);2016;True
2901;BIG DATA Infrastructures for Pharmaceutical Research;2013;True
2902;Urban Computing: Concepts, Methodologies, and Applications;2014;True
2903;Research on Image Matching Method of Big Data Images of Three-Dimensional Reconstruction;2015;True
2904;Sweat, Skepticism, and Uncharted Territory: A Qualitative Study of Opinions on Data Sharing Among Public Health Researchers and Research Participants in Mumbai, India;2015;True
2905;A discriminative and semantic feature selection method for text categorization;2015;True
2906;High-accuracy haplotype imputation using unphased genotype data as the references;2015;True
2907;Mixing numerical and categorical data in a Self-Organizing Map by means of frequency neurons;2015;True
2908;Decentralized Multigrid for In-situ Big Data Computing;2015;True
2909;E-Business Development Strategy Based on SWOT;2014;True
2910;Big Data and Bad Data: On the Sensitivity of Security Policy to Imperfect Information;2016;True
2911;SciHive: Array-based query processing with HiveQL;2013;True
2912;Big data and other challenges in the quest for orthologs;2014;True
2913;"On Ecology of Governmental Responsibility and Governance Response under ""Big Data""";2014;True
2914;Data, data everywhere: detecting spatial patterns in fine-scale ecological information collected across a continent;2016;True
2915;A framework for organizing cancer-related variations from existing databases, publications and NGS data using a High-performance Integrated Virtual Environment (HIVE);2014;True
2916;Adaptive Indexing for Distributed Array Processing;2014;True
2917;A hybrid memory built by SSD and DRAM to support in-memory Big Data analytics;2014;True
2918;Complexity Science Management and Big Data;2014;True
2919;Minimum Storage BASIC Codes: A System Perspective;2013;True
2920;Robot Service Framework Based on Big Data Technology;2014;True
2921;Modeling and Optimization for Big Data Analytics;2014;True
2922;Intelligent Multi Agent Systems for Decision Support in Insurance Industry;2014;True
2923;An Analysis and Visualization Methodology for Identifying and Testing Market Structure;2016;True
2924;Online Discovery of Declarative Process Models from Event Streams;2015;True
2925;Formulation of the Tree Approximation Problem as a Detection Problem and Relation between the AUC and Information Theory Divergences;2015;True
2926;Key challenges for the creation and maintenance of specialist protein resources;2015;True
2927;FSBD: A Framework for Scheduling of Big Data Mining in Cloud Computing;2014;True
2928;Theory-Guided Data Science for Climate Change;2014;True
2929;Study on Internet Financial Risk Early Warning Based on Big Data Analysis;2015;True
2930;Leveraging Big Data to Improve Reliability & Maintainability;2015;True
2931;Mining Repetitive Sequences Using A Big Data Ecosystem;2013;True
2932;Big Data and Its Epistemology;2015;True
2933;Mobile Agent based New Framework for Improving Big Data Analysis;2013;True
2934;Assessing the Carrying Capacity of Twitter and Online News;2015;True
2935;Self-Healing in Mobile Networks with Big Data;2016;True
2936;Spatial Data Mining in the Context of Big Data;2013;True
2937;Data Sharing in the Undiagnosed Diseases Network;2015;True
2938;Benchmarking Virtualized Hadoop Clusters;2015;True
2939;Utilizing Web Data in Identification and Correction of OCR Errors;2014;True
2940;A real time index model for big data based on DC-Tree;2013;True
2941;Predicting the pattern of technology convergence using big-data technology on large-scale triadic patents;2015;True
2942;A Nested Hierarchy of Dynamically Evolving Clouds for Big Data Structuring and Searching;2015;True
2943;A DNA-Based Semantic Fusion Model for Remote Sensing Data;2013;True
2944;Social Relation Extraction of Large-Scale Logistics Network Based on MapReduce;2014;True
2945;ONLINE LOGISTIC REGRESSION ON MANIFOLDS;2013;True
2946;A hybrid approach for scalable sub-tree anonymization over big data using Map Reduce on cloud;2014;True
2947;Combining Top-Down and Bottom-Up: Scalable Sub-Tree Anonymization over Big Data using MapReduce on Cloud;2013;True
2948;CAPER 3.0: A Scalable Cloud-Based System for Data-Intensive Analysis of Chromosome-Centric Human Proteome Project Data Sets;2015;True
2949;An Energy-Efficient and Scalable Deep Learning/Inference Processor With Tetra-Parallel MIMD Architecture for Big Data Applications;2015;True
2950;How are C-suite executives different? A comparative empirical study of the survival of American chief information officers;2015;True
2951;MIMO EWMA-CUSUM Condition-based Statistical Process Control in Manufacturing Processes;2014;True
2952;Classification of levee slides from airborne synthetic aperture radar images with efficient spatial feature extraction;2015;True
2953;The PREP pipeline: standardized preprocessing for large-scale EEG analysis;2015;True
2954;Stream processing of healthcare sensor data: studying user traces to identify challenges from a big data perspective;2015;True
2955;Advances in Public Opinion and Policy Attitudes Research;2014;True
2956;Learning for visual semantic understanding in big data;2015;True
2957;Generic Indicators of Ecological Resilience: inferring the Chance of a Critical Transition;2015;True
2958;Temporal knowledge discovery in big BAS data for building energy management;2015;True
2959;Framework for Handling Personal Data Proposed System of the Self-Control on Buying Information;2013;True
2960;Redundancy and Aging of Efficient Multidimensional MDS Parity-Protected Distributed Storage Systems;2014;True
2961;The Case for Multi-Engine Data Analytics;2014;True
2962;Short Paper: Sensors Data Fusion for Smart Cities with KNIME: A Real Experience in the SmartSantander Testbed;2014;True
2963;Big Data V4 for integrating patient reported outcomes and quality-of-life indices in clinical practice;2014;True
2964;IndexedFCP - An Index based approach to identify Frequent Contiguous Patterns (FCP) in Big Data;2014;True
2965;OPEN DATA: CAN IT PREVENT RESEARCH FRAUD, PROMOTE REPRODUCIBILITY, AND ENABLE BIG DATA ANALYTICS IN CLINICAL RESEARCH?;2015;True
2966;Web news mining in an evolving framework;2016;True
2967;Balancing Scalability, Performance and Fault Tolerance for Structured Data (BSPF);2014;True
2968;Data Density Based Clustering;2014;True
2969;Expanding the discussion;2015;True
2970;Self-regulation in the Era of Big Data: Appropriate Use of Appropriate Use Criteria;2015;True
2971;A Research on Machine Learning Methods for Big Data Processing;2015;True
2972;Leveraging the national cyberinfrastructure for biomedical research;2014;True
2973;Consistent Process Mining Over Big Data Triple Stores;2013;True
2974;Quantitative quality control from qualitative data: control charts with latent semantic analysis;2015;True
2975;Research on MapReduce Based Incremental Iterative Model and Framework;2015;True
2976;Unstructured Data Extraction in Distributed NoSQL;2013;True
2977;Big data in official statistics;2015;True
2978;Big Data as the Universal Language for Barrett's Esophagus;2015;True
2979;Citizen Science: A Tool for Integrating Studies of Human and Natural Systems;2014;True
2980;Orthogonal rotations in latent semantic analysis: An empirical study;2014;True
2981;Big Data Analytics: A Literature Review Paper;2014;True
2982;Internet Privacy Database A solution to the disorganization of today's internet laws;2012;True
2983;Towards a DSL for Educational Data Mining;2015;True
2984;Inconsistencies in Big Data;2013;True
2985;Customer-driven design of the recharge infrastructure and Vehicle-to-Grid in urban areas: A large-scale application for electric vehicles deployment;2015;True
2986;Data-driven healthcare: from patterns to actions;2014;True
2987;Evaluation Index Development for Intelligent Transportation System in Smart Community Based on Big Data;2015;True
2988;Engineering the Value Network of the Customer Interface and Marketing in the Data-Rich Retail Environment;2014;True
2989;Hematopoietic Stem Cell Transplantation: Better Data, Better Care? Big Data, Bigger Questions!;2015;True
2990;Visualizing Computational Social Science: The Multiple Lives of a Complex Image;2015;True
2991;Internet-based psychological interventions for bipolar disorder: Review of the present and insights into the future;2015;True
2992;Using Electronic Health Records for Surgical Quality Improvement in the Era of Big Data;2015;True
2993;Visualization and unsupervised predictive clustering of high-dimensional multimodal neuroimaging data;2014;True
2994;WALKING DOWN WALL STREET WITH A TABLET: A SURVEY OF STOCK MARKET PREDICTIONS USING THE WEB;2016;True
2995;Teaching Writing to EFL College Students in the Big Data Era;2015;True
2996;Using Big Data to Support Automatic Word Sense Disambiguation;2014;True
2997;Behavioral Implications of Big Data's Impact on Audit Judgment and Decision Making and Future Research Directions;2015;True
2998;A Concept of Generic Workspace for Big Data Processing in Humanities;2013;True
2999;FLEXIBLE PARALLEL ALGORITHMS FOR BIG DATA OPTIMIZATION;2014;True
3000;NPEPE: Massive Natural Computing Engine for Optimally Solving NP-complete Problems in Big Data Scenarios;2015;True
3001;Large Scale Predictive Analytics for Real-Time Energy Management;2013;True
3002;Progress towards automated Kepler scientific workflows for computer-aided drug discovery and molecular simulations;2014;True
3003;Semantic-based QoS management in cloud systems: Current status and future challenges;2014;True
3004;Estimating online vacancies in real-time road traffic monitoring with traffic sensor data stream;2015;True
3005;Design and Implementation of Electronic Network System of Taxation based on the Internet and Big Data Perspective;2015;True
3006;An Ensemble MIC-based Approach for Performance Diagnosis in Big Data Platform;2013;True
3007;Hidden Markov Model for Analyzing Time-Series Health Checkup Data;2013;True
3008;Numerical operations, transparency illusions and the datafication of governance;2015;True
3009;A New Source of Data for Public Health Surveillance: Facebook Likes;2015;True
3010;Discussion about Cloud Service Framework for the Fourth Paradigm of Science;2013;True
3011;A Hybrid MPI plus OpenMP Application for Processing Big Trajectory Data;2015;True
3012;The Information Artifact in IT Governance: Toward a Theory of Information Governance;2013;True
3013;Lean Big Data integration in systems biology and systems pharmacology;2014;True
3014;Optimizing distance-based methods for large data sets;2015;True
3015;Analytics over Big Data: Exploring the Convergence of Data Warehousing, OLAP and Data-Intensive Cloud Infrastructures;2013;True
3016;Simulation Optimization: A Review and Exploration in the New Era of Cloud Computing and Big Data;2015;True
3017;PERSONALIZING DEFAULT RULES AND DISCLOSURE WITH BIG DATA;2014;True
3018;Estimation of Mobility Direction of a People Flux by using a live 3G Radio Access Network and Smartphones in Non-Connected mode Big Data and Smart City;2015;True
3019;Big Data Leads the Innovation of Financial Management;2015;True
3020;A Connectome Computation System for discovery science of brain;2015;True
