;ARTICLE_TITLE
1912;Spatiotemporal data mining in the era of big spatial data: Algorithms and applications
1913;Security analytics: Big data analytics for cybersecurity: A review of trends, techniques and tools
1914;Exploiting unlabeled ages for aging pattern analysis on a large database
1915;Fuzzy c-Means algorithms for very large data
1916;A study of privacy protection from risk of hijacking data
1917;Big Data a sure thing for telecommunications: Telecom's future in Big Data
1918;Big data cleaning algorithms in cloud computing
1919;Social media as a strategic tool: Going beyond the obvious
1920;How understanding workforce data can invigorate your organization: An interview with Tim Ringo, co-author of Calculating Success
1921;A cloud service for end-user participation concerning the internet of things
1922;Present status and challenges of big data processing in smart grid
1923;Handling big data field with enzymatic numerical P system
1924;A universal storage architecture for big data in cloud environment
1925;Big data: A review
1926;DiabeticLink: A health big data system for patient empowerment and personalized healthcare
1927;Ensemble classification over stock market time series and economy news
1928;Cabinet: Managing data efficiently in the global federated file system
1929;IntegrityMR: Integrity assurance framework for big data analytics and management applications
1930;Volume-based data representation of big data analysis
1931;Big data platform development with a domain specific language for telecom industries
1932;VegaIndexer: A Distributed composite index scheme for big spatio-temporal sensor data on cloud
1933;Adaptive keyword extraction system for the hierarchical category search
1934;Mining repetitive sequences using a big data ecosystem
1935;A scalable inline cluster deduplication framework for big data protection
1936;Communication efficient algorithms for fundamental big data problems
1937;A mobile sensor data acquisition and evaluation framework for crowd sourcing data
1938;The commodification of patient opinion: The digital patient experience economy in the age of big data
1939;The use of big data technology in the smart community
1940;Smart green infrastructure for innovation and transformation hosting environments
1941;Exploring sketches for probability estimation with sublinear memory
1942;Memory system characterization of big data workloads
1943;International workshop on data management & analytics for healthcaRE (DARE 2013)
1944;Social issues of big data and cloud: Privacy, confidentiality, and public utility
1945;Compression-aware I/O performance analysis for big data clustering
1946;Civitas: The smart city middleware, from sensors to big data
1947;Big data analytics: A framework for unstructured data analysis
1948;Az adatrengeteg kinos kerdesei: Vitaindi to egy kulturalis, mu{double acute}szaki es tudomanyos jelensegro{double acute}l
1949;Big data and the ag sector: More than lots of numbers
1950;Image search-from thousands to billions in 20 years
1951;Enabling trustworthy spaces via orchestrated analytical security
1952;From clickstreams to searchstreams: Search network graph evidence from a B2B e-market
1953;Text analysis technology for big data utilization
1954;Getting an intuition for big data
1955;The multidirectional information fusion mobile health management technology
1956;Big data in nephrology: Friend or foe?
1957;A replication strategy for a distributed high-speed caching system based on spatiotemporal access patterns of geospatial data
1958;GPU-accelerated adaptive compression framework for genomics data
1959;The information artifact in IT governance: Toward a theory of information governance
1960;Gurls: A least squares library for supervised learning
1961;Approximate search in very large files using the pigeonhole principle
1962;Performance evaluation of incremental decision tree learning under noisy data streams
1963;Using big data to predict student dropouts: Technology affordances for research
1964;An improvement to data service in cloud computing with content sensitive transaction analysis and adaptation
1965;Bibliographic records as humanities big data
1966;Extraction of key papers based on the PageRank algorithm using variance values of cited literature as weighting
1967;Scaling techniques for massive scale-free graphs in distributed (external) memory
1968;Big data analytics for developing countries-using the cloud for operational bi in health
1969;Transforming big data into collective awareness
1970;Multi-node scheduling algorithm based on clustering analysis and data partitioning in emergency management cloud
1971;Multi-application and large shared memory in a mechatronic system for massive computation
1972;Parallel rough set based knowledge acquisition using mapreduce from big data
1973;A latency hiding framework for enhanced ubiquitous access to big data in a constrained digital ecosystem: Application to digital medical archives
1974;MapReduce model-based optimization of range queries
1975;What do large networks look like?
1976;Adaptive networks
1977;Big Data and the 21st Century Church
1978;AstroShelf: Understanding the universe through scalable navigation of a galaxy of annotations
1979;Beyond big data?
1980;Effective interpretation of bucket testing results through big data analytics
1981;Big data, big brother, big money
1982;A reduction algorithm for the big data in 3d surface reconstruction
1983;The vertica database: SQL RDBMS for managing big data
1984;How deep data becomes big data
1985;Efficient distributed multi-dimensional index for big data management
1986;Emerging trends around big data analytics and security
1987;Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism
1988;InfoFrame table access method for real-time processing of big data
1989;Using MapReduce for large-scale medical image analysis
1990;Internet of things: The foundational infrastructure for a smarter planet
1991;MONIC and followups on modeling and monitoring cluster transitions
1992;Streaming big data with self-adjusting computation
1993;Customizing computational methods for visual analytics with big data
1994;Business model canvas perspective on big data applications
1995;Quelles possibilites offertes par l'analyse des big data pour ameliorer les teleservices publics ?
1996;Unified analytics platform for big data
1997;Addressing big data problem using Hadoop and Map Reduce
1998;Speech recognition and spoken language understanding for mobile personal assistants: A case study of 'shabette concier'
1999;Scientific perspectivism: A philosopher of science's response to the challenge of big data biology
2000;Taming massive distributed datasets: Data sampling using bitmap indices
2001;Digital workplaces: Vision and reality
2002;Single view depth estimation via RGBD big data
2003;STEMscopes: Contextualizing learning analytics in a K-12 science curriculum
2004;The family of mapreduce and large-scale data processing systems
2005;Elastic algorithms for guaranteeing quality monotonicity in big data mining
2006;Big data and humanitarian supply networks: Can Big Data give voice to the voiceless?
2007;On applying approximate entropy to ECG signals for knowledge discovery on the example of big sensor data
2008;Robust Decision Engineering: Collaborative Big Data and its application to international development/aid
2009;InfoFrame databooster for high-speed processing of big data
2010;Traffic condition is more than colored lines on a map: Characterization of Waze alerts
2011;Massive parallelization of serial inference algorithms for a complex generalized linear model
2012;A study on the policy of disaster prevention for housing welfare based on mobile environment
2013;A storage-centric analysis of MapReduce workloads: File popularity, temporal locality and arrival patterns
2014;HcBench: Methodology, development, and characterization of a customer usage representative big data/Hadoop benchmark
2015;Beyond the geotag: Situating 'big data' and leveraging the potential of the geoweb
2016;A cloud-based architecture for Big-Data analytics in smart grid: A proposal
2017;Nobody ever got fired for using Hadoop on a cluster
2018;Stock cloud computing platform: Architecture and prototype systems
2019;De la gestion de bases de donnees a la gestion de grands espaces de donnees
2020;The dreams of theory
2021;Context matters: Improving the uses of big data for forecasting civil unrest: Emerging phenomena and big data
2022;Effect of data repair on mining network streams
2023;Automatic sentiment analysis of Twitter messages
2024;The human and ethical aspects of big data
2025;Meta-learning for large scale machine learning with MapReduce
2026;Psychological and social factors affecting internet searches on suicide in Korea: A big data analysis of google search trends
2027;Encryption scheme supporting range queries on encrypted privacy databases in big data service era
2028;What next? A half-dozen data management research goals for big data and the cloud
2029;Improving supply chain security using big data
2030;2013 trends and strategies
2031;Real-time collaborative planning with big data: Technical challenges and in-place computing
2032;Visual analytics for biological data
2033;Fast feature selection in a GPU cluster using the delta test
2034;Entertainment in the age of big data
2035;What makes paris look like Paris?
2036;RSenter: Tool for topics and terms extraction from unstructured data debris
2037;A scalable infrastructure of interactive evolutionary computation to evolve services online with data
2038;Designing discovery experience for big data interaction: A case of web-based knowledge mining and interactive visualization platform
2039;Engineering privacy for big data apps with the unified modeling language
2040;A single-domain, representation-learning model for big data classification of network intrusion
2041;Big data and clinicians: A review on the state of the science
2042;How in-memory technology can create business value: Insights from the hilti case
2043;Multilevel Active Storage for big data applications in high performance computing
2044;Storage codes: Managing big data with small overheads
2045;Online feature selection and its applications
2046;Big data security hardening methodology using attributes relationship
2047;Business Intelligence and Analytics education, and program development: A unique opportunity for the Information Systems discipline
2048;Mobile, cloud, and big data computing: Contributions, challenges, and new directions in telecardiology
2049;Mining Twitter big data to predict 2013 Pakistan election winner
2050;Big data and transformational government
2051;Grand challenge: Applying regulatory science and big data to improve medical device innovation
2052;VAST challenge 2012: Visual analytics for big data
2053;Grid analytics: How much data do you really need?
2054;Techniques for graph analytics on big data
2055;Blockmon: Flexible and high-performance big data stream analytics platform and its use cases
2056;PATRIC: A parallel algorithm for counting triangles in massive networks
2057;Implementing conceptual search capability in a cloud-based feed aggregator
2058;DataEx: Interactive relationship explorer of freebase knowledge repository
2059;LIBOL: A library for online learning algorithms
2060;A novel parallel algorithm for frequent itemsets mining in massive small files datasets
2061;Issues in big data testing and benchmarking
2062;Data management for internet of things: Challenges, approaches and opportunities
2063;Distributed big advertiser data mining
2064;A tale of two Airports: Exploring flight Traffic at SFO and OAK
2065;Enabling an enhanced data-as-a-service ecosystem
2066;The digital readout at the crossroads: The gaps of documentary heritage
2067;Beyond big data
2068;Ophidia: Toward big data analytics for eScience
2069;Data Warehousing and OLAP over Big Data: Current challenges and future research directions
2070;SciFlow: A dataflow-driven model architecture for scientific computing using Hadoop
2071;A reconfigurable stream compression hardware based on static symbol-lookup table
2072;BIG DATA infrastructures for pharmaceutical research
2073;SaC-FRAPP: A scalable and cost-effective framework for privacy preservation over big data on cloud
2074;Visual analytics for the big data era - A comparative review of state-of-the-art commercial systems
2075;Report on NTT communication science laboratories open house 2013
2076;Scientific names of organisms: Attribution, rights, and licensing
2077;Next big thing in big data: The security of the ICT supply chain
2078;Big data and policy design for data sovereignty: A case study on copyright and CCL in South Korea
2079;A predictive tool for nonattendance at a specialty clinic: An application of multivariate probabilistic big data analytics
2080;Computerized cognitive training interventions to improve neuropsychological outcomes: Evidence and future directions
2081;Bringing big data to personalized healthcare: A patient-centered framework
2082;So, are the geeks inheriting the earth?: Big Data, big decisions and best practice for information management
2083;Pipeline-based parallel framework for mass file processing
2084;Big data analysis-competition and symbiosis of RDBMS and MapReduce
2085;PER-MARE: Adaptive deployment of MapReduce over pervasive grids
2086;Leveraging big data and business analytics
2087;Heading towards big data building a better data warehouse for more data, more speed, and more users
2088;Logical push framework for real-time SNS processing
2089;OptiqueVQS - Towards an ontology-based visual query system for big data
2090;Big data challenges in industrial automation
2091;EarthDB: Scalable analysis of MODIS data using SciDB
2092;A k-anonymity method based on SEM (Search Engine Marketing) price of personal information
2093;Determining human dynamics through the Internet of Things
2094;Suicide bombing forecaster - Novel techniques to predict patterns of suicide bombing in Pakistan
2095;A survey on benchmarks for big data and some more considerations
2096;Large-scale multimedia content analysis using scientific workflows
2097;"Speech-based question answering system ""ikkyu"""
2098;Scaling challenges of semiconductor packaging in the era of big data
2099;Big data through cross-platform interest-based interactivity
2100;Emerging internet technology & service toward Korean government 3.0
2101;A data localization algorithm for distributing column storage system of big data
2102;Systematization of the protein sequence diversity in enzymes related to secondary metabolic pathways in plants, in the context of big data biology inspired by the KNApSAcK motorcycle database
2103;First workshop on large-scale recommender systems: Research and best practice (LSRS 2013)
2104;"Enhancing the ""think loop process"" with consistent interactions"
2105;GLADE: Big data analytics made easy
2106;System city: Infrastructure and the space of flows
2107;Optimization of range queries and analysis for MapReduce systems
2108;Cloudlet-based for big data collection in body area networks
2109;Anatomy of a web-scale resale market: A data mining approach
2110;On the security and stability analysis of power system based on big data mode
2111;Is Big Data creepy?
2112;Achieving competitive advantage through big data. Strategic implications
2113;Cost and time aware ant colony algorithm for data replica in alpha magnetic spectrometer experiment
2114;Visual Single Cluster of multidimensional data
2115;The 2013 CLSR-LSPI seminar on electronic identity: The global challenge-Presented at the 8th International Conference on Legal, Security and Privacy issues in IT Law (LSPI) November 11-15, 2013, Tilleke & Gibbins International Ltd., Bangkok, Thailand
2116;A fast and high throughput SQL query system for big data
2117;Towards service-oriented enterprise architectures for big data applications in the cloud
2118;MasterScope: Features and experimental applications of system invariant analysis technology
2119;Feature selection for heavy rain prediction using genetic algorithms
2120;Metadata traces and workload models for evaluating big storage systems
2121;Big data solutions for predicting risk-of-readmission for congestive heart failure patients
2122;A big data file transfer tool for tablet-class machines
2123;Author attribution on streaming data
2124;An interview with Loet Leydesdorff: The past, present, and future of the triple helix in the age of big data
2125;Reconfigurable computing, 3D integration, and recognizing leaders in our field
2126;Demystifying mapreduce
2127;Workload management for big data analytics
2128;"""Big historical data"" feature extraction"
2129;Towards big data to improve availability of massive database
2130;Using intelligent prefetching to reduce the energy consumption of a large-scale storage system
2131;Analysis of Deep Sequencing Data: Insights and Challenges
2132;"""Infoframe relational store,"" a new scale-out database for big data"
2133;A classifier for big data
2134;A technology that comes highly recommended
2135;High performance big data clustering
2136;Application of multi-scale state detection method based on big data in wear detection
2137;MobSafe: Cloud computing based forensic analysis for massive mobile applications using data mining
2138;Consistent process mining over big data triple stores
2139;The G* graph database: efficiently managing large distributed dynamic graphs
2140;Redundant data removal technique for efficient big data search processing
2141;Attribute relationship evaluation methodology for big data security
2142;Implementing soft fusion
2143;Being stuck in (live) time: The sticky sociological imagination
2144;On the possibility of instance-based stroke recovery
2145;Locality-driven high-level I/O aggregation for processing scientific datasets
2146;Mining semantics for culturomics - Towards a knowledge-based approach
2147;Analytic lessons: In the cloud, about the cloud
2148;Transformative education Web 2.0 systems for enriching high school STEM education
2149;Visualizing large sensor network data sets in space and time with vizzly
2150;A MapReduce based approach of scalable multidimensional anonymization for big data privacy preservation on cloud
2151;Fast data in the era of big data: Twitter's real-time related query suggestion architecture
2152;Rethinking data management for big data scientific workflows
2153;A cloud framework for big data analytics workflows on azure
2154;A workflow framework for big data analytics: Event recognition in a building
2155;Big data for geo-political analysis: Application on Barack Obama's remarks and speeches
2156;Calvalus: Full-mission EO cal/val, processing and exploitation services
2157;A concept of Generic Workspace for Big Data Processing in Humanities
2158;Matanui - A distributed storage infrastructure for scientific data
2159;An improved hadoop data load balancing algorithm
2160;BC-BSP: A BSP-based parallel iterative processing system for big data on cloud architecture
2161;Gaining competitive advantage through business analytics
2162;LINQits: Big data on little clients
2163;"The complexities of ""Big Data"": The opportunities and challenges for e-government"
2164;Conclusion and the future of cybercartography
2165;Optimal reduction of large image databases for location recognition
2166;Big data, little decisions: Tightening the loop between data crunching and human expertise
2167;Online feature selection for mining big data
2168;Geospatial analysis requires a different way of thinking: the problem of spatial heterogeneity
2169;Applying MapReduce algorithm to performance testing in lexical analysis on HDFS
2170;AN EXTENSION COLLABORATIVE INNOVATION MODEL IN THE CONTEXT OF BIG DATA
2171;A Big Data application framework for consumer behavior analysis
2172;Una gestion inteligente de la seguridad publica
2173;Workshop on recommender systems meet big data & semantic technologies - SeRSy 2013
2174;Toward a data desktop grid computing based on BonjourGrid meta-middleware
2175;Serialisation data: Help or hindrance?
2176;Human activity recognition based on 3D Mesh MoSIFT feature descriptor
2177;Query suggestion with large scale data
2178;Knowledge mining in big data-A lesson from algebraic geometry
2179;Utilizing web data in identification and correction of OCR errors
2180;Ontology for big systems: The ontology summit 2012 communique
2181;Out of the box: Literature archaeology - a record of failure
2182;A big data acquisition engine based on rule engine
2183;SAMOA: A platform for mining big data streams
2184;Identity awareness and re-use of research data in veillance and social computing
2185;Econometric analysis and digital marketing: How to measure the effectiveness of an ad
2186;Application of the multi-dimension state monitoring method in the monitoring of ash and fouls
2187;Fast transient detection as a prototypical big data problem
2188;Cascaded TCP: BIG throughput for BIG DATA applications in distributed HPC
2189;Research on big datagram problem of hop integrity
2190;Network load predictions based on big data and the utilization of self-organizing maps
2191;Big data on the internet of things: An example for the E-health
2192;Anomaly teletraffic intrusion detection systems on Hadoop-based platforms: A survey of some problems and solutions
2193;Opening up to big data: Computer-assisted analysis of textual data in social sciences
2194;PRISMA-MDE - Information visualization environment for multiple display
2195;Smart M2M data filtering using domain-specific thresholds in domain-agnostic platforms
2196;Optimal configuration of PMU based on data compatibility of WAMS/SCADA and improved FCM clustering algorithm
2197;Big data - A State-of-the-Art
2198;Evaluation of parallel algorithms of traffic volume statistics per cell in cellular network based on MapReduce programming Model
2199;Social science in the era of big data
2200;Unexpected challenges in large scale machine learning
2201;Big data's big unintended consequences
2202;A hybrid approach for scalable sub-tree anonymization over big data using MapReduce on cloud
2203;Asynchronous Index Strategy for high performance real-time big data stream storage
2204;Divide-and-conquer anchoring for near-separable nonnegative matrix factorization and completion in high dimensions
2205;Exploring big data in small forms: A multi-layered knowledge extraction of social networks
2206;Characterizing social response to urban earthquakes using cell-phone network data: The 2012 oaxaca earthquake
2207;Mobile big data query based on double R-tree and double indexing
2208;Robot: An efficient model for big data storage systems based on erasure coding
2209;StorkCloud: Data transfer scheduling and optimization as a service
2210;From the cloud to the atmosphere: Running MapReduce across data centers
2211;Parallel mining frequent patterns over big transactional data in extended mapreduce
2212;How data partitioning strategies and subset size influence the performance of an ensemble?
2213;Large scale ad latency analysis
2214;Performance comparison of hadoop based tools with commercial ETL tools - A case study
2215;Sampling semantic data stream: Resolving overload and limited storage issues
2216;Breeding and genetics symposium: Really big data: Processing and analysis of very large data sets
2217;Cloud-based software platform for big data analytics in smart grids
2218;The value of learning analytics to networked learning on a personal learning environment
2219;Inferring presence status on smartphones: The big data perspective
2220;Addressing Big Data challenges for Scientific Data Infrastructure
2221;Workload diversity and dynamics in big data analytics: Implications to system designers
2222;Business intelligence and marketing insights in an era of big data: The q-sorting approach
2223;Big data and learning analytics: A potential way to optimize elearning technological tools
2224;Publication and consumption of caBIG data services using.NET
2225;A parallel computing platform for training large scale neural networks
2226;Finding the needle in the image stack: Performance metrics for big data image analysis
2227;Big data - Conceptual modeling to the rescue
2228;Frequent Itemset Mining for big data
2229;NoSQL storage solution for massive equipment monitoring data management
2230;AMVA'12: ACM international workshop on audio and multimedia methods for large-scale video analysis
2231;The real-time city? Big data and smart urbanism
2232;Enabling e-services based on affective exergaming, social media and the semantic web: A multitude of projects serving the citizen-centric vision for ICT in support of pHealth
2233;Mining the maximum conserved functional module from the alignment of pairwise protein interaction networks
2234;An iterative hierarchical key exchange scheme for secure scheduling of big data applications in cloud computing
2235;Keyword-based sentiment mining using twitter
2236;Big data in large scale intelligent smart city installations
2237;Smart access to big data storage - Android multi-language offline dictionary application
2238;A cloud computing system for snore signals processing
2239;Study on the user-side risk of smart grid system in big data age
2240;Virtual dataspace - A service oriented model for scientific big data
2241;Tight coupling of r and distributed linear algebra for high-level programming with big data
2242;Danger theory: A new approach in big data analysis
2243;Big data provenance: Challenges and implications for benchmarking
2244;Storm system database: A big data approach to moving object databases
2245;SemanMR: Big data processing framework based on semantics
2246;Service engineering using big data and probabilistic behavior modeling
2247;Comparative performance analysis of a Big Data NORA problem on a variety of architectures
2248;Towards network reduction on Big Data
2249;A framework for processing water resources big data and application
2250;Federated cloud-based big data platform in telecommunications
2251;Examining Intrusion Prevention System events from worldwide networks
2252;Cooperative decision making algorithm for large networks using MapReduce programming model
2253;Crying for the moon? current challenges in corporate information security management
2254;Network failure detection and diagnosis by analyzing Syslog and SNS data: Applying big data analysis to network operations
2255;Architectures and platforms for knowledge discovery from data - Workshop at WICSA/ECSA 2012
2256;A study of innovation network database Construction by using big data and an enterprise strategy model
2257;Toward an ecosystem for precision sharing of segmented big data
2258;Comparison of the efficiency of MapReduce and Bulk Synchronous Parallel approaches to large network processing
2259;Online learning towards big data analysis in health informatics
2260;Composite data mapping for spherical GUI design: Clustering of must-watch and no-need TV programs
2261;Data mining with big data
2262;Study on the big data method for low carbon campus governance
2263;DEMass: A new density estimator for big data
2264;Towards a meaningful analysis of big data enhancing data mining techniques through a collaborative decision making environment
2265;Seeder finder: Identifying additional needles in the Twitter haystack
2266;When private set intersection meets big data: An efficient and scalable protocol
2267;Key recovery using noised secret sharing with discounts over large clouds
2268;Simulation and big data challenges in tuning building energy models
2269;InnoVision's focus areas for motion imagery research and development
2270;Customer preference analysis based on SNS data
2271;Exploiting in-network processing for big data management
2272;Bayesian spatial transformation models with applications in neuroimaging data
2273;Hypergraph visualization and enrichment statistics: How the EGAN paradigm facilitates organic discovery from big data
2274;Parallelization with multiplicative algorithms for big data mining
2275;An integrated framework for evaluating big-data storage solutions - IDA case study
2276;Big data needn't be a big headache: How to tackle mind-blowing amounts of information
2277;Segmented analysis for reducing data movement
2278;Hybrid range consistent hash partitioning strategy-A new data partition strategy for NoSQL database
2279;Is the sky falling? new technology, changing media, and the future of surveys
2280;Cloud computing model for big geological data processing
2281;A model of personalized analysis on students' learning based on big data
2282;A big data driven model for taxi drivers' airport pick-up decisions in New York City
2283;From big data to big data mining: Challenges, issues, and opportunities
2284;Anomaly monitoring framework based on intelligent data analysis
2285;Canonical correlation analysis of big data based on cloud model
2286;PSCAN: A parallel Structural Clustering Algorithm for big Networks in MapReduce
2287;Large Scale predictive analytics for real-time energy management
2288;Crossing the qualitative- quantitative divide II: Inventive approaches to big data, mobile methods, and rhythmanalysis
2289;Stat! - An interactive analytics environment for big data
2290;Tracking behavioral construct use through citations: A relation extraction approach
2291;Anamorphic time stretch transform and its application to analog bandwidth compression
2292;Risk adjustment of patient expenditures: A big data analytics approach
2293;Reflection on the popularity of MapReduce and observation of its position in a unified big data platform
2294;Attention management in pervasive computing
2295;DIVE: A graph-based visual-analytics framework for big data
2296;Using big data for more dependability: A cellular network tale
2297;DGFIndex: A Hive multidimensional range index for smart meter big data
2298;Design principles for effective knowledge discovery from big data
2299;Declarative error management for robust data-intensive applications
2300;Fast and effective single pass Bayesian learning
2301;Rapid scanning of spectrograms for efficient identification of bioacoustic events in big data
2302;Is privacy still an issue in the era of big data? - Location disclosure in spatial footprints
2303;Applying science and mathematics to big data for smarter buildings
2304;Character image patterns as big data
2305;An integrated multidimensional modeling approach to access big data in business intelligence platforms
2306;AlmaNebula: A computer forensics framework for the Cloud
2307;Informing future design via large-scale research methods and big data
2308;Algebraic dataflows for big data analysis
2309;Survey on NoSQL for management of big data
2310;Reading the riots on Twitter: Methodological innovation for the analysis of big data
2311;Big data in neonatal intensive care
2312;Privacy preserving data analytics for smart homes
2313;Big-data visualization
2314;Profiling, quantifying, modeling and evaluating green service level objectives in cloud computing environments
2315;Distributed adaptive routing convergence to non-blocking DCN routing assignments
2316;SocialRobot: a big data-driven humanoid intelligent system in social media services
2317;Efficient and secure Cloud storage for handling big data
2318;Clinical social networking - A new revolution in provider communication and delivery of clinical information across providers of care?
2319;Distributed column subset selection on MapReduce
2320;Cloud computing availability: Multi-clouds for big data service
2321;Unstructured data extraction in distributed NoSQL
2322;Demand response targeting using big data analytics
2323;Behavior signature for big data traffic identification
2324;Data-driven political science
2325;The convergence of big data and mobile computing
2326;Ubiquitous analytics: Interacting with big data anywhere, anytime
2327;Big data and cloud computing: Current state and future opportunities
2328;Research of big data processing platform
2329;A short survey on the state of the art in architectures and platforms for large scale data analysis and knowledge discovery from data
2330;Crafting a balance between big data utility and protection in the semantic data cloud
2331;Network big data: present and future
2332;Applying big data in innovative ways as the leader of a new interdisciplinary research center
2333;Beyond simple integration of RDBMS and MapReduce - Paving the way toward a unified system for big data analytics: Vision and progress
2334;Big data processing and mining for next generation intelligent transportation systems
2335;K%-Fair scheduling: A flexible task scheduling strategy for balancing fairness and efficiency in MapReduce systems
2336;Linked data meets big data: A knowledge organization systems perspective
2337;Building the audit information system in cloud computing environment
2338;Tutorial: Personal big data management in the cyber-physical systems - The role of event processing
2339;Spatial big-data challenges intersecting mobility and cloud computing
2340;Unleashing semantics of research data
2341;Enabling large-scale bioinformatics data analysis with cloud computing
2342;Secured e-health data retrieval in DaaS and Big Data
2343;The service revolution and the transformation of marketing science
2344;Elephant, do not forget everything! efficient processing of growing datasets
2345;Big data analysis using Apache Hadoop
2346;Granularities and inconsistencies in big data analysis
2347;Digitization and search: A non-traditional use of HPC
2348;Discussion about big data mining based on hadoop
2349;Tile based visual analytics for Twitter big data exploratory analysis
2350;A Higher-order data flow model for heterogeneous Big Data
2351;Architecting big data: Challenges, studies and forecasts
2352;Multi-dimensional production planning using a vertical data integration approach: A contribution to modular factory design
2353;Random thoughts for CIOs
2354;Manufacturing intelligence for early warning of key equipment excursion for advanced equipment control in semiconductor manufacturing
2355;Big data analytics on high Velocity streams: A case study
2356;The RR-PEVQ algorithm research based on active area detection for big data applications
2357;How hadoop clusters break
2358;Correlation-based performance analysis for full-system MapReduce optimization
2359;An efficient data access method exploiting quadtrees on MapReduce frameworks
2360;Consulting psychology in the digital era: Current trends and future directions
2361;When big data leads to lost data
2362;WebVRGIS: A P2P network engine for VR data and GIS analysis
2363;A high reliable storage architecture with hierarchical coding
2364;Big data security and privacy protection
2365;Evolucion de los repositorios documentales. El caso SocialNet
2366;(Re)Designing data-centric data centers
2367;Potentiality of big data in the medical sector: Focus on how to reshape the healthcare system
2368;Continuous clustering in big data learning analytics
2369;Big data-driven resource management for green communication network
2370;Big spatial data mining
2371;The web as a laboratory
2372;Optimized data management for E-learning in the clouds towards cloodle
2373;Programming your network at run-time for big data applications
2374;Road traffic big data collision analysis processing framework
2375;Massively parallel in-database predictions using PMML
2376;Data management - A look back and a look ahead
2377;Using a multitasking GPU environment for content-based similarity measures of big data
2378;Managing web 2.0 content
2379;Creation of the BMA ensemble for SST using a parallel processing technique
2380;AZDrugMiner: An information extraction system for mining patient-reported adverse drug events in online patient forums
2381;P-DOT: A model of computation for big data
2382;A new sampling approach for classification of imbalanced data sets with high density
2383;Uticaj informacione tehnologije na dizajn organizacije: Primer organizacije u zdravstvu
2384;TCGA toolbox: An Open web app framework for distributing big data analysis pipelines for cancer genomics
2385;Minimal MapReduce algorithms
2386;RPig: A scalable framework for machine learning and advanced statistical functionalities
2387;MapReduce: Limitations, optimizations and open issues
2388;Implementation of P systems by using big data technologies
2389;Research and pedagogy in business analytics: Opportunities and illustrative examples
2390;'Big Data' collaboration: Exploring, recording and sharing enterprise knowledge
2391;A characterization of big data benchmarks
2392;Research on E-commerce intelligence based on IOT and big data
2393;All silicon data center, the energy perspectives
2394;Fast data analysis with integrated statistical metadata in scientific datasets
2395;Artificial intelligence and big data
2396;The architecture and design of a community-based cloud platform for curating Big data
2397;TST: Threshold based similarity transitivity method in collaborative filtering with cloud computing
2398;Critical questions for big data: Provocations for a cultural, technological, and scholarly phenomenon
2399;The road to a responsible and sustainable e-business
2400;Which way microarchitecture?
2401;Reference representation techniques for large models
2402;Towards HPC for the digital humanities, arts, and social sciences: Needs and challenges of adapting academic HPC for big data
2403;Prediction, explanation and big(ger) data: a middle way to measuring and modelling the perceived success of a volunteer tourism sustainability campaign based on 'nudging'
2404;"Concept of operations for knowledge discovery from ""big data"" across enterprise data warehouses"
2405;From data to actionable knowledge: Big data challenges in the web of things
2406;Online logistic regression on manifolds
2407;Forecasting and optimisation for big data: Lessons from the retail business
2408;VHadoop: A scalable hadoop virtual cluster platform for mapreduce-based parallel machine learning with performance consideration
2409;TPC's benchmark development model: Making the first industry standard benchmark on big data a success
2410;Strategic alignment of cloud-based architectures for big data
2411;Networking research activities at fermilab for big data analysis
2412;Big Data
2413;Enhancing collaboration in big biomedical data settings knowledge visualization, data mining and decision making issues
2414;Flexible creation of indicators of scientific and technological emergence: Emerging phenomena and big data
2415;Big data analytics in the public sector: Improving the strategic planning in world class universities
2416;"SuperReality: General implications of ""Big data"" analytics and artificial intelligence for individuals and households in society"
2417;Big data drives cloud adoption in enterprise
2418;DOT: A matrix model for analyzing, optimizing and deploying software for big data analytics in distributed systems
2419;Split file model for big data in low throughput storage
2420;How to avoid e-discovery disasters
2421;Study of CDR real-time query based on big data technologies
2422;HCube: A server-centric data center structure for similarity search
2423;Cloud data management: System instances and current research
2424;Real time video streaming transmission in digital oilfield with cognitive radio networks reconfiguration
2425;A service-oriented approach to facilitate big data analytics on the web
2426;Research in the large 3.0 - App stores, wide distribution, and big data in MobileHCI research
2427;Parallel algorithm to convert big event log based on MapReduce
2428;Inter-category map: Building cognition network of general customers through big data mining
2429;Storage mining: Where IT management meets big data analytics
2430;Addressing big data time series: Mining trillions of time series subsequences under dynamic time warping
2431;Petition growth and success rates on the UK No. 10 Downing Street website
2432;The associative directed mining of big data for creative decision support
2433;An efficient distributed programming model for mining useful patterns in big datasets
2434;Universal intelligence, creativity, and trust in emerging global expert systems
2435;Breaking the big data barrier by enhancing on-board sensor flexibility
2436;Big Data analytics
2437;P4 medicine: How systems medicine will transform the healthcare sector and society
2438;Multipathing with MPTCP and open flow
2439;Towards an efficient routing web processing service through capturing real-time road conditions from big data
2440;Mining big data in real time
2441;Forecasting consumer behavior with innovative value proposition for organizations using big data analytics
2442;Breaking the Arc: Risk control for Big Data
2443;"Crowds, clouds, and algorithms: Exploring the human side of ""big data"" applications"
2444;Multiscale quality assessment of global human settlement layer scenes against reference data using statistical learning
2445;Big data real-time processing based on storm
2446;Big data conferences, here we come!
2447;Internet privacy database
2448;Big data challenge: A data management perspective
