;ARTICLE_TITLE;PUBYEAR;scopus
4963;Visualizing Computational Social Science: The Multiple Lives of a Complex Image;2015;True
4964;Big data, internet of things and cloud convergence for E-Health applications;2015;True
4965;A classifier for big data;2012;True
4966;A novel parallel algorithm for frequent itemsets mining in massive small files datasets;2014;True
4967;Let's Weave the Visual Web;2015;True
4968;Understanding issue correlations: A case study of the hadoop system;2015;True
4969;Real-time local topic extraction using density-based adaptive spatiotemporal clustering for enhancing local situation awareness;2015;True
4970;Identifying the structural patterns in proteins using fuzzy association rule;2015;True
4971;Using practice-based evidence to reduce disparities in care a virtuous cycle turns;2015;True
4972;Sampling semantic data stream: Resolving overload and limited storage issues;2014;True
4973;Analysis on difficulties and measures of the age of big data brings to the enterprise competitive intelligence;2014;True
4974;Bootstrapping privacy compliance in big data systems;2014;True
4975;Cost-effective and reliable cloud storage for big data;2015;True
4976;Exploring big data in small forms: A multi-layered knowledge extraction of social networks;2013;True
4977;Learning to rank for top mobile games prediction;2014;True
4978;Big Data approach in an ICT Agriculture project;2013;True
4979;Big data emergence in semiconductor manufacturing advanced process control;2015;True
4980;The Era of Big Spatial Data: Challenges and Opportunities;2015;True
4981;The effects of the internet of things and big data to organizations and their knowledge management practices;2015;True
4982;Convex polygon planar range queries on the cloud: Grid vs. angle-based partitioning;2016;True
4983;Strategically planning the shift to a gulf knowledge society: The role of big data and mass education;2014;True
4984;Solving k-means on high-dimensional big data;2015;True
4985;Estimating online vacancies in real-time road traffic monitoring with traffic sensor data stream;2015;True
4986;Business analytics: Research and teaching perspectives;2013;True
4987;Big biomedical data as the key resource for discovery science;2015;True
4988;Big Data: transforming drug development and health policy decision making;2016;True
4989;Multi-modal similarity retrieval with a shared distributed data store;2015;True
4990;Numerical operations, transparency illusions and the datafication of governance;2015;True
4991;Elements of the formal model big date;2015;True
4992;A robust and light weight authentication framework for hadoop file system in cloud computing environment;2015;True
4993;A Big Data application framework for consumer behavior analysis;2013;True
4994;RandD activities at machine learning and data science center;2016;True
4995;Analysis of Hypoexponential Computing Services for Big Data Processing;2015;True
4996;KASR: A keyword-aware service recommendation method on mapreduce for big data applications;2014;True
4997;Metrics-Driven Information Governance;2016;True
4998;Big Data Analytics framework for Peer-to-Peer Botnet detection using Random Forests;2014;True
4999;Embracing Big Data for Simulation Modelling of Emergency Department Processes and Activities;2015;True
5000;Teaching large-scale image processing over worldwide network cameras;2015;True
5001;Achieving big data privacy via hybrid cloud;2014;True
5002;An integrated organisation-wide data quality management and information governance framework: Theoretical underpinnings;2014;True
5003;IReS: Intelligent, multi-engine Resource Scheduler for big data analytics workflows;2015;True
5004;Big data and generalized GIS;2014;True
5005;Big data analytical technologies and decision support in critical care;2015;True
5006;Big data GIS;2014;True
5007;Semantic-based QoS management in cloud systems: Current status and future challenges;2014;True
5008;The integration of CPS, CPSS, and ITS: A focus on data;2015;True
5009;Towards cloud-based analytics-as-a-service (CLAaaS) for big data analytics in the cloud;2013;True
5010;MR-ELM: a MapReduce-based framework for large-scale ELM training in big data era;2016;True
5011;Making water systems smarter using M2M technology;2014;True
5012;Risk adjustment of patient expenditures: A big data analytics approach;2013;True
5013;Automatic sentiment analysis of Twitter messages;2012;True
5014;Ontologies and Databases - Knowledge Engineering for Materials Informatics;2013;True
5015;A scientific workflow management system architecture and its scheduling based on cloud service platform for manufacturing big data analytics;2016;True
5016;Lean Big Data integration in systems biology and systems pharmacology;2014;True
5017;Potentiality of big data in the medical sector: Focus on how to reshape the healthcare system;2013;True
5018;Research on enterprise competitive intelligence development and strategies in the big data era;2014;True
5019;Reconstructing biological gene regulatory networks: Where optimization meets big data;2014;True
5020;K-Means Performance Improvements with Centroid Calculation Heuristics Both for Serial and Parallel Environments;2015;True
5021;The effective classification process analysis of the big data in construction project;2014;True
5022;Market intelligence in hypercompetitive mobile platform ecosystems: A pricing strategy;2014;True
5023;An investigation of parallel road map inference from big GPS traces data;2015;True
5024;A big data aggregation, analysis and exploitation integrated platform for increasing social management intelligence;2015;True
5025;A pragmatic approach to predict hardware failures in storage systems using MPP database and big data technologies;2014;True
5026;XBRL in the Chinese financial ecosystem;2013;True
5027;Mobile agent based new framework for improving big data analysis;2013;True
5028;ScaDiPaSi: An Effective Scalable and Distributable MapReduce-Based Method to Find Patient Similarity on Huge Healthcare Networks;2015;True
5029;Big Data and comparative effectiveness research in radiation oncology: Synergy and accelerated discovery;2015;True
5030;Big data stream computing: technologies and instances;2014;True
5031;Program analysis for secure big data processing;2014;True
5032;FlexTuner: A flexible container-based tuning system for cloud applications;2015;True
5033;MSAFIS: an evolving fuzzy inference system;2015;True
5034;Optimizing distance-based methods for large data sets;2015;True
5035;Predictive analytics: Predictive modeling at the micro level;2015;True
5036;Study on the detection of red-tide outbreaks using big satellite database;2014;True
5037;Construction equipment activity recognition for simulation input modeling using mobile sensors and machine learning classifiers;2015;True
5038;Big data analysis using Apache Hadoop;2013;True
5039;Weighted Naive Bayes Classifier with Forgetting for Drifting Data Streams;2016;True
5040;Celebrating organization theory: The after-party;2015;True
5041;Big data analysis using apache hadoop;2014;True
5042;A Connectome Computation System for discovery science of brain;2015;True
5043;State-of-the-art, challenges, and open issues in the integration of Internet of things and cloud computing;2015;True
5044;How Should Health Data Be Used? Privacy, Secondary Use, and Big Data Sales;2016;True
5045;Cybernetic rationality;2014;True
5046;Privacy-preserving ciphertext multi-sharing control for big data storage;2015;True
5047;Big Data Open Source Platforms;2015;True
5048;Big data analytics in E-commerce: a systematic review and agenda for future research;2016;True
5049;Lambda architecture for cost-effective batch and speed big data processing;2015;True
5050;CDM server: A data management framework for data intensive application in internal private cloud infrastructure;2012;True
5051;Volvo single view of vehicle: Building a big data service from scratch in the automotive industry;2015;True
5052;Scalable dynamic business process discovery with the constructs competition miner;2014;True
5053;Efficient mini-batch training for stochastic optimization;2014;True
5054;"A research on the developing route and model structuring for logistical public information platform of ""smart Zhuzhou"" in circumstance of big data";2015;True
5055;Deploying data-intensive service composition with a negative selection algorithm;2014;True
5056;A three-dimensional display for big data sets;2012;True
5057;What Is High-Throughput Virtual Screening? A Perspective from Organic Materials Discovery;2015;True
5058;The Stratosphere platform for big data analytics;2014;True
5059;Secure and Verifiable Policy Update Outsourcing for Big Data Access Control in the Cloud;2015;True
5060;Location privacy preservation in big data era: a survey;2014;True
5061;Research on construction methods of big data semantic model;2014;True
5062;A Score Based Approach towards Improving Bayesian Network Structure Learning;2015;True
5063;Providing response to security incidents in the cloud computing with autonomic systems and big data;2015;True
5064;The financial industry business ontology: Best practice for big data;2013;True
5065;Integrating 'Big' geoscience data into the petascale national environmental research interoperability platform (NERDIP): Successes and unforeseen challenges;2015;True
5066;Data interlocking: Coupling analytics to the data;2015;True
5067;Countering the concept-drift problem in big data using iOVFDT;2013;True
5068;Integration of hadoop cluster prototype and analysis/visualization for SMB;2014;True
5069;Quantifying the interoperability of open government datasets;2014;True
5070;Dynamic taxonomy composition via keyqueries;2014;True
5071;Performance modelling and analysis of mapreduce/hadoop workloads;2015;True
5072;Big Data approaches for the analysis of large-scale fMRI data using Apache Spark and GPU processing: A demonstration on resting-state fMRI data from the human connectome project;2016;True
5073;First Step to Big Data Research in Hospital;2015;True
5074;Understanding how big data leads to social networking vulnerability;2016;True
5075;How hadoop clusters break;2013;True
5076;Free split: A write-ahead protocol to improve latency in distributed prefix tree indexing structures;2015;True
5077;Mobile big data fault-tolerant processing for ehealth networks;2016;True
5078;The World Heritage list: Which sites promote the brand? A big data spatial econometrics approach;2016;True
5079;Taming uncertainty in big data: Evidence from social media in urban areas;2014;True
5080;Database technologies in the world of big data;2015;True
5081;Improving rail network velocity: A machine learning approach to predictive maintenance;2014;True
5082;Effective and efficient data sampling using bitmap indices;2014;True
5083;Digital loyalty card `big data? and small business marketing: Formal versus informal or complementary?;2015;True
5084;A comparative study of the semi-elastic and fully-elastic mapreduce models;2013;True
5085;Research on the big data model of E-Commerce in cloud networking based on consumer behavior;2015;True
5086;Budget-driven big data classification;2015;True
5087;Chronic patients monitoring using wireless sensors and big data processing;2014;True
5088;Short-term load forecasting based on big data technologies;2014;True
5089;Big data analytics in the cloud - System invariant analysis technology pierces the anomaly;2015;True
5090;Bloom filter based optimization on HBase with MapReduce;2014;True
5091;Study on e-commerce platform operation mechanism in big data environmen;2014;True
5092;Get Twitter information: A collaborative Android application for big data analysis;2015;True
5093;A tensor-based approach for big data representation and dimensionality reduction;2014;True
5094;Simulating hive cluster for deployment planning, evaluation and optimization;2015;True
5095;Large-scale incremental processing with MapReduce;2014;True
5096;Interactive analytic systems for understanding the scholarly impact of large-scale e-science cyberenvironments;2015;True
5097;REODM: Identify local outliers in big data;2015;True
5098;The analysis of large-scale climate data: Jordan case study;2015;True
5099;Large scale sentiment analysis on twitter with spark;2016;True
5100;Separability versus prototypicality in handwritten word-image retrieval;2014;True
5101;Accelerated Probabilistic Learning Concept for Mining Heterogeneous Earth Observation Images;2015;True
5102;Talk shallowly about how map changes life;2014;True
5103;Big data analytics on PMU measurements;2014;True
5104;Quasi-Empirical Scenario Analysis and its application to big data quality;2015;True
5105;H-tree: Hierarchy index for online monitoring of big data streams;2015;True
5106;TrustedSSD: New foundation for big data security;2016;True
5107;Big Data: Unleashing information;2013;True
5108;Big Data System Development: An Embedded Case Study with a Global Outsourcing Firm;2015;True
5109;Putting Theory into Practice;2013;True
5110;Big data partition management model and its application research;2014;True
5111;The overview of big data storage and management;2014;True
5112;Skyline computing on MapReduce with hyperplane-projections-based partition;2014;True
5113;The smart grid's data generating potentials;2014;True
5114;Secure and efficient integration of big data for multi-cells based on micro images;2015;True
5115;Bovi-Analytics: A platform to educate veterinary students Big Data in dairy cows: An initiative to create the veterinary stethoscope version 3.0?;2015;True
5116;Enhancing self-reflection with wearable sensors workshop: A commentary on the ACM MobileHCI 2014 workshop;2015;True
5117;Streaming twitter data analysis using spark for effective job search;2015;True
5118;Operational research from Taylorism to Terabytes: A research agenda for the analytics age;2015;True
5119;Examining Intrusion Prevention System events from worldwide networks;2012;True
5120;ICT in road vehicles - The VehicleICT platform;2015;True
5121;The strategy of intelligence;2015;True
5122;Digital humanities, big data, and literary studies: Mapping European literatures in the 21<sup>st</sup> century;2015;True
5123;Dependent cloud data placement on geo-datacenters;2013;True
5124;Emotion analysis meets learning analytics - Online learner profiling beyond numerical data;2014;True
5125;Big data exchange between Ambulance bus to hospital network through internet in Telemedicine using computer communication network and 3G Mobile antenna;2015;True
5126;Content analysis of scientific articles in apache hadoop ecosystem;2014;True
5127;Social-network-sourced big data analytics;2013;True
5128;Enhancing dataset processing in hadoop yarn performance for big data applications;2016;True
5129;A distributed and parallel algorithm using big data analysis and its verification under possibility measure;2014;True
5130;A study on prospect and security technology of big data;2016;True
5131;Designing a data management pipeline for pervasive sensor communication systems;2015;True
5132;Efficient data transfer scheme using word-pair-encoding-based compression for large-scale text-data processing;2015;True
5133;Social multimedia crawling for mining and search;2014;True
5134;Efficient Foreground Extraction from HEVC Compressed Video for Application to Real-Time Analysis of Surveillance 'Big' Data;2015;True
5135;Big data impacts on stochastic forecast models: Evidence from fx time series;2013;True
5136;Detecting and monitoring game bots based on large-scale user-behavior log data analysis in multiplayer online games;2015;True
5137;Socialmedia analytics;2014;True
5138;Emerging green ICT: Heart disease prediction model in cloud environment;2016;True
5139;Global social media, local context: A case study of chinese-language tweets about the 2012 presidential election in Taiwan;2014;True
5140;Minimizing big data problems using cloud computing based on Hadoop architecture;2014;True
5141;Agglomerative algorithm to discover semantics from unstructured big data;2015;True
5142;Climate Computing: The State of Play;2015;True
5143;Beowulf clusters: From research curiosity to exascale;2014;True
5144;SensorDB: A virtual laboratory for the integration, visualization and analysis of varied biological sensor data;2015;True
5145;Crowd sourcing disaster management: The complex nature of Twitter usage in Padang Indonesia;2015;True
5146;SECOMPAX: A bitmap index compression algorithm;2014;True
5147;Traffic condition is more than colored lines on a map: Characterization of Waze alerts;2013;True
5148;Semantic, cognitive, and perceptual computing: Paradigms that shape human experience;2016;True
5149;Improving adaptability of decision tree for mining big data;2013;True
5150;Network failure detection and diagnosis by analyzing Syslog and SNS data: Applying big data analysis to network operations;2013;True
5151;Operator scale out using time utility function in big data stream processing;2014;True
5152;Semantic extraction of geographic data from web tables for big data integration;2013;True
5153;Clinical social networking - A new revolution in provider communication and delivery of clinical information across providers of care?;2014;True
5154;A model-matching algorithm based on improved BP over out-of-order streams;2014;True
5155;A reduction algorithm for the big data in 3d surface reconstruction;2013;True
5156;A technical framework for data sharing;2014;True
5157;BDGS: A scalable big data generator suite in big data benchmarking;2014;True
5158;Cloud Computing Oriented Retrieval Technology Based on Big Data;2015;True
5159;Human activity recognition from spatial data sources;2014;True
5160;Big data: Challenges, opportunities and cloud based solutions;2015;True
5161;Use of big data and knowledge discovery to create data backbones for decision support systems;2013;True
5162;Challenges of data access in economic research based on Big Data technology;2015;True
5163;The roles of big data in the decision-support process: An empirical investigation;2015;True
5164;A universal parallel two-pass MDL context tree compression algorithm;2015;True
5165;Multi-dimensional production planning using a vertical data integration approach: A contribution to modular factory design;2013;True
5166;Managing data and processes in cloud-enabled large-scale sensor networks: State-of-the-art and future research directions;2013;True
5167;A scalable implementation of information theoretic feature selection for high dimensional data;2015;True
5168;An open source framework to add spatial extent and geospatial visibility to Big Data;2015;True
5169;Maps & GIS data libraries in the era of big data and cloud computing;2014;True
5170;ProKinO: A unified resource for mining the cancer kinome;2015;True
5171;Towards efficient Big Data and data analytics: A review;2014;True
5172;Examining the relationship between past orientation and US suicide rates: An analysis using big data-driven Google search queries;2016;True
5173;Benchmarking big data systems: Introducing TPC express benchmark HS;2015;True
5174;Compression processing estimation method for time series big data;2015;True
5175;Evaluating a file fragmentation system for multi-provider cloud storage;2013;True
5176;Towards a language for representing and managing the semantics of big data;2014;True
5177;Analytics-as-a-service (AaaS) tool for unstructured data mining: Towards knowledge discovery in big data;2014;True
5178;Benchmarking data management systems: from traditional database to emergent big data;2015;True
5179;Hematopoietic Stem Cell Transplantation: Better Data, Better Care? Big Data, Bigger Questions!?;2015;True
5180;Optimizing big data in bioinformatics with swarm algorithms;2013;True
5181;A study of innovation network database Construction by using big data and an enterprise strategy model;2013;True
5182;The need of a hybrid storage approach for IoT in PaaS cloud federation;2014;True
5183;Division of Labor in Vocabulary Structure: Insights From Corpus Analyses;2015;True
5184;Big trucks and big data: Opportunities for improvements in carrier performance and profitability;2014;True
5185;Big data offers novel insights for oncolytic virus immunotherapy;2016;True
5186;Big data sentiment analysis for brand monitoring in social media streams by cloud computing;2016;True
5187;A holistic architecture for the Internet of Things, sensing services and big data;2013;True
5188;Recovery from random samples in a big data set;2015;True
5189;Business analytics in the context of big data: A roadmap for research;2015;True
5190;F-transform and Its Extension as Tool for Big Data Processing;2014;True
5191;Effective interpretation of bucket testing results through big data analytics;2013;True
5192;A policy-aware parallel execution control mechanism for language application;2016;True
5193;Analysis of big data sized NoSQL database with secondary index;2015;True
5194;HcBench: Methodology, development, and characterization of a customer usage representative big data/Hadoop benchmark;2013;True
5195;Incrementally optimized decision tree for noisy big data;2012;True
5196;Protecting Our Shorelines: Modeling the Effects of Tsunamis and Storm Waves;2015;True
5197;The co-retweeted network and its applications for measuring the perceived political polarization;2014;True
5198;Ontology-based integration and sharing of big data educational resources;2014;True
5199;Facebook?s emotional contagion study and the ethical problem of co-opted identity in mediated environments where users lack control;2016;True
5200;Theoretical challenges in knowledge discovery in big data: A logic reasoning and a graph theoretical point of view;2014;True
5201;Semantic processing on big data;2011;True
5202;Spatial big data and anxieties of control;2015;True
5203;Understanding the service model of mobile social network in live 4G network: A case study of WeChat moments;2016;True
5204;A predictive tool for nonattendance at a specialty clinic: An application of multivariate probabilistic big data analytics;2013;True
5205;Review of statistical analysis methods of large-scale data;2015;True
5206;Un outil de visualisation de classifications et d'integration de donnees phenotypiques et genetiques pour faciliter le codage des maladies rares;2014;True
5207;Adaptive, scalable and reliable monitoring of big data on clouds;2015;True
5208;Big Data: Big promises for information security;2015;True
5209;Big data and privacy: Emerging issues;2015;True
5210;Present situation and prospect of data warehouse architecture under the background of big data;2014;True
5211;Active manifold learning with Twitter big data;2015;True
5212;Corporate governance of big data: Perspectives on value, risk, and cost;2013;True
5213;An incremental learning technique for detecting driving behaviors using collected EV big data;2015;True
5214;Big data and the historical sciences: A critique;2016;True
5215;Hardware partitioning for big data analytics;2014;True
5216;Workflow Description Language for defining Big Earth Data processing tasks;2015;True
5217;Big data matrix singular value decomposition based on low-rank tensor train decomposition;2014;True
5218;QoS-aware packet chunking schemes for M2M cloud services;2014;True
5219;Information inference in scholarly communication infrastructures: The OpenAIREplus project experience;2014;True
5220;A study of big data solution using hadoop to process connected vehicle?s diagnostics data;2015;True
5221;Big Data Processing in the ATLAS Experiment: Use Cases and Experience;2015;True
5222;Time-geographic relationships between vector fields of activity patterns and transport systems;2015;True
5223;High speed compression algorithm for columnar data storage;2014;True
5224;A novel methodology of data analytics and modeling to evaluate LTE network performance;2014;True
5225;Real-time anomaly detection from environmental data streams;2015;True
5226;A natural language processing tool for white collar crime investigation;2016;True
5227;Just compress and relax: Handling missing values in big tensor analysis;2014;True
5228;Study on fair definitions and application modes of big data;2014;True
5229;Context-based event ontology extension in multimedia applications;2013;True
5230;On the convergence of nanotechnology and Big Data analysis for computer-aided diagnosis;2016;True
5231;Big data analytics: The case of the social security administration;2014;True
5232;Latest progress and infrastructure innovations of big data technology;2014;True
5233;Techniques for graph analytics on big data;2013;True
5234;Automated setting of bus schedule coverage using unsupervised machine learning;2016;True
5235;Reconfigurable computing, 3D integration, and recognizing leaders in our field;2014;True
5236;A study on association rule mining of darknet big data;2015;True
5237;Tourism marketing research: Past, present and future;2014;True
5238;Online association rule mining over fast data;2013;True
5239;SksOpen: Efficient indexing, querying, and visualization of Geo-spatial big data;2013;True
5240;Making sense from Big RDF Data: OUSAF for measuring ontology usage;2015;True
5241;Leveraging big data to improve water system operations;2014;True
5242;Digital library recommender system on hadoop;2015;True
5243;Mise en perspective et enjeux pour les entreprises;2014;True
5244;Role of web 3.0 in service innovation;2015;True
5245;A spreading activation algorithm of spatial big data retrieval based on the spatial ontology model;2015;True
5246;Large Scale Retrieval and Generation of Image Descriptions;2015;True
5247;Graph aware caching policy for distributed graph stores;2015;True
5248;Efficient query evaluation on distributed graphs with hadoop environment;2013;True
5249;Big data analytics to identify deceleration characteristics of an older driver;2015;True
5250;A concept of Generic Workspace for Big Data Processing in Humanities;2013;True
5251;Data warehousing and OLAP over Big Data: A survey of the state-of-the-art, open problems and future challenges;2015;True
5252;"""Big historical data"" feature extraction";2013;True
5253;A survey: Big data analytics on healthcare system;2015;True
5254;Linked data meets big data: A knowledge organization systems perspective;2013;True
5255;Investigating an ontology-based approach for Big Data analysis of inter-dependent medical and oral health conditions;2015;True
5256;A high-speed index for the multi-scale overlay landscape map on ubiquitous WebGIS;2013;True
5257;Programming your network at run-time for big data applications;2012;True
5258;Physical-Cyber-Social Computing: Looking Back, Looking Forward;2015;True
5259;A fusion-type search engine for multilevel scheduling management;2014;True
5260;A generalized scalable software architecture for analyzing temporally structured big data in the cloud;2014;True
5261;A key-value based application platform for enterprise big data;2014;True
5262;Energy Efficient Tapered Data Networks for Big Data processing in IP/WDM networks;2015;True
5263;Approach for a congestion charges system supported on Internet of Things;2014;True
5264;A method for real-time stimulation and response monitoring using big data and its application to tactical training;2015;True
5265;Double privacy layer architecture for big data framework;2016;True
5266;Fast and cost-effective load balancing method for range queriable cloud storage;2015;True
5267;Redesign of curricula in transit systems planning to meet data-driven challenges;2015;True
5268;KdANN+: A rapid akNN classifier for big data;2016;True
5269;Locality-driven high-level I/O aggregation for processing scientific datasets;2013;True
5270;Extraction security indexing value to use story-telling and attribute-based encryption scheme considering on big data environment;2015;True
5271;A software design model based on big data;2014;True
5272;A patent quality classification model based on artificial immune system;2015;True
5273;Tensor decomposition of Toeplitz Jacket matrices for big data processing;2015;True
5274;An approach to the development of an advanced solution for smart monitoring applications;2015;True
5275;Towards a quality-centric big data architecture for federated sensor services;2013;True
5276;An overview of cloud middleware services for interconnection of healthcare platforms;2014;True
5277;Towards HPC for the digital humanities, arts, and social sciences: Needs and challenges of adapting academic HPC for big data;2012;True
5278;The logic of data-sense: thinking through Learning Personalisation;2016;True
5279;Design of a digital Esperanto and care of the weak by the interface: The use of standard theory, information extraction from big data;2014;True
5280;Big data analytics for empowering milk yield prediction in dairy supply chains;2015;True
5281;A dynamic urban air pollution population exposure assessment study using model and population density data derived by mobile phone traffic;2016;True
5282;Inter-category map: Building cognition network of general customers through big data mining;2014;True
5283;Calibrating a large computer experiment simulating radiative shock hydrodynamics;2015;True
5284;NoSQL database: A scalable, availability, high performance storage for big data;2014;True
5285;Do Physicists Have Geography Envy? And What Can Geographers Learn from It?;2015;True
5286;What next? A half-dozen data management research goals for big data and the cloud;2012;True
5287;Big data in multiple sclerosis: Development of a web-based longitudinal study viewer in an imaging informatics-based eFolder system for complex data analysis and management;2015;True
5288;Forecasting sales of new and existing products using consumer reviews: A random projections approach;2016;True
5289;Driving big data with big compute;2012;True
5290;Visualization of a Scale Free Network in a Smartphone-Based Multimedia Big Data Environment;2015;True
5291;A workflow-enabled big data analytics software stack for escience;2015;True
5292;OSS hadoop use in big data processing;2012;True
5293;Meneduca - Social school network to support the educational environment;2015;True
5294;Big data analyses for collective opinion elicitation in social networks;2015;True
5295;Big data and U.S. public policy;2014;True
5296;Big data analytics and visualization with spatio-temporal correlations for traffic accidents;2015;True
5297;Sparsity and self-adaptivity in anamorphic stretch transform;2015;True
5298;Mobile internet big data platform in china unicom;2014;True
5299;Applying business analytic methods to improve organizational performance in the public school system;2015;True
5300;Identifying concept-drift in Twitter streams;2015;True
5301;The interplay of big data, WorldCat, and Dewey;2014;True
5302;From post to values: Mining schwartz values of individuals from social media;2014;True
5303;Proximity-aware local-recoding anonymization with MapReduce for scalable big data privacy preservation in cloud;2015;True
5304;Iterative big data clustering algorithms: A review;2016;True
5305;Big Data promises value: Is hardware technology taken onboard?;2015;True
5306;Efficient multimedia big data anonymization;2015;True
5307;Service engineering using big data and probabilistic behavior modeling;2013;True
5308;Visualization of medical care for cerebrovascular disorders;2015;True
5309;Dynamic data migration in hybrid main memories for in-memory big data storage;2014;True
5310;Performance characterization of the servioticy API: An IoT-as-a-service data management platform;2015;True
5311;Information in the Biosphere: Biological and Digital Worlds;2016;True
5312;A comparative study of HITS vs PageRank algorithms for Twitter users analysis;2014;True
5313;A human geospatial predictive analytics framework with application to finding medically underserved areas;2015;True
5314;Big data for stock market by means of mining techniques;2015;True
5315;Robert David steele on OSINT;2014;True
5316;A MapReduce approach to diminish imbalance parameters for big deoxyribonucleic acid dataset;2016;True
5317;Subdividing trade area of cigarette retail stores based on big data analytics;2015;True
5318;Cyber security of tomorrow & personaldata of yesterday;2014;True
5319;Shareinsights - An unified approach to full-stack data processing;2015;True
5320;The video monitoring system based on big data processing;2015;True
5321;Service-generated big data and big data-as-a-service: An overview;2013;True
5322;Smart manufacturing: Past research, present findings, and future directions;2016;True
5323;Performance analysis of DE over K-means proposed model of soft computing;2016;True
5324;Exploiting mean field analysis to model performances of big data architectures;2014;True
5325;"Enhancing the ""think loop process"" with consistent interactions";2012;True
5326;A Visual Analytics Approach for e-Learning Education;2015;True
5327;Bridges: A uniquely flexible HPC resource for new communities and data analytics;2015;True
5328;A novel intelligent approach for predicting atherosclerotic individuals from big data for healthcare;2015;True
5329;Efficient XML data processing based on mapreduce framework;2015;True
5330;Unsupervised time series segmentation for high-dimensional body sensor network data streams;2014;True
5331;L.K-prototypes: An improved K-prototypes algorithm used for hybrid data clustering;2014;True
5332;Manufacturing intelligence for early warning of key equipment excursion for advanced equipment control in semiconductor manufacturing;2012;True
5333;InternetScopy: Current state, problems and perspectives;2015;True
5334;Learning continuous time bayesian network classifiers using mapreduce;2014;True
5335;Protype Framework of Smart City Base on Big Data and Smart Grid;2016;True
5336;k-dominant skyline query computation in mapReduce environment;2015;True
5337;Big data solutions for predicting risk-of-readmission for congestive heart failure patients;2013;True
5338;Integrating pig with harp to support iterative applications with fast cache and customized communication;2014;True
5339;Stream processing on demand for lambda architectures;2015;True
5340;Geospatial analytics for federally managed tourism destinations and their demand markets;2015;True
5341;Hcbench: Methodology, development, and full-system characterization of a customer usage representative big data/hadoop benchmark;2014;True
5342;Pattern recognition of big nutritional data in RCT;2013;True
5343;Application of the technology of big data in environment basic public service;2014;True
5344;Big data analytics on modern hardware architectures: A technology survey;2013;True
5345;Power big data and its application scenarios in power grid;2014;True
5346;Concurrent bandwidth scheduling for big data transfer over a dedicated channel;2015;True
5347;Beyond the hype: Big data concepts, methods, and analytics;2015;True
5348;Fast prediction model based big data system identification;2013;True
5349;Industrial Big Data Analytics: Lessons from the Trenches;2015;True
5350;A web application towards semiotic-based evaluation of biomedical ontologies;2015;True
5351;Cryptography with streaming algorithms;2014;True
5352;Type-2 fuzzy event parallel computing system: Overcoming computer int index limitation in big data;2016;True
5353;Big data in healthcare: Challenges and opportunities;2015;True
5354;Operational NoSQL Systems: What's New and What's Next?;2016;True
5355;"CS principles goes to middle school: Learning how to teach ""Big Data""";2014;True
5356;Big Data solutions in Healthcare: Problems and perspectives;2015;True
5357;A Higher-order data flow model for heterogeneous Big Data;2013;True
5358;Big data, organizational learning, and sensemaking: Theorizing interpretive challenges under conditions of dynamic complexity;2016;True
5359;The 2012 morris hansen lecture: Thank you Morris, et al., for Westat, et al;2013;True
5360;Minimal MapReduce algorithms;2013;True
5361;Data aggregators, consumer data, and responsibility online: Who is tracking consumers online and should they stop?;2016;True
5362;The constraints of magnetic versus flash disk capabilities in big data analysis;2012;True
5363;Distributed multi-agent online learning based on global feedback;2015;True
5364;Semantic HMC: Ontology-described hierarchy maintenance in big data context;2015;True
5365;Visual framework for big data in d3.js;2014;True
5366;BigDataBench: An open-source big data benchmark suite;2016;True
5367;International workshop on data management & analytics for healthcaRE (DARE 2013);2013;True
5368;Ontology-based big data approach to automated penetration testing of large-scale heterogeneous systems;2015;True
5369;Robust, scalable, and fast bootstrap method for analyzing large scale data;2016;True
5370;Advancing big data for humanitarian needs;2014;True
5371;Entity resolution for high velocity streams using semantic measures;2015;True
5372;?-Cipher: Authenticated encryption for big data;2014;True
5373;The current state of business intelligence in academia: The arrival of big data;2014;True
5374;Efficient data classification by GPU-accelerated linear mean squared slack minimization;2014;True
5375;Changing the approach to treatment choice in epilepsy using big data;2016;True
5376;On the problem of clustering spatial big data;2015;True
5377;Analytics, machine learning, and the internet of things;2015;True
5378;Social relation extraction of large-scale logistics network based on map reduce;2014;True
5379;Survey on Big Data and Decision Support benchmarks;2014;True
5380;A relational analytic platform with Hadoop using on demand integration (ODI) capability;2014;True
5381;Discrete choice model in the big data era - Creating abundant datasets about choice situations -;2013;True
5382;An approach to provide security to unstructured Big Data;2014;True
5383;Reassessing the Facebook experiment: critical thinking about the validity of Big Data research;2016;True
5384;Investigating the determinants of Big Data Analytics (BDA) adoption in asian emerging economies;2015;True
5385;Storage codes: Managing big data with small overheads;2013;True
5386;Multi-node scheduling algorithm based on clustering analysis and data partitioning in emergency management cloud;2013;True
5387;Incomplete big data clustering algorithm using feature selection and partial distance;2014;True
5388;Use of big data for evidence-based healthcare;2014;True
5389;"The case for ""n<all"": Why the Big Data revolution will probably happen differently in the mining sector";2015;True
5390;A data analytic framework for unstructured text;2014;True
5391;Application of the varying coefficient model to the behaviour risk factor surveillance data in Italy: A study of changing smoking prevalence among sub-populations;2015;True
5392;Research on E-commerce intelligence based on IOT and big data;2014;True
5393;Data integration and services of digital geological mapping based on big data;2015;True
5394;Research on image matching method of big data image of three-dimensional reconstruction;2015;True
5395;Using multi-regression to analyze and predict road traffic safety level in China;2015;True
