;PUBYEAR;CLASSIFICATION;DOI;ARTICLE_TITLE;AUTHOR_CNT;REF_CNT;COUNTRY_CNT;INST_CNT;CIT_CNT;KEYWORD
339;2014;Mathematical & Computational Biology;10.1093/biostatistics/kxt043;High-dimensional, massive sample-size Cox proportional hazards regression for survival analysis;4.0;43.0;1.0;3.0;0.0;big data
340;2014;Statistics & Probability;10.1093/biostatistics/kxt043;High-dimensional, massive sample-size Cox proportional hazards regression for survival analysis;4.0;43.0;1.0;3.0;0.0;big data
341;2013;Computer Science, Information Systems;10.1016/j.ijmedinf.2012.11.003;Trustworthy reuse of health data: A transnational perspective;11.0;11.0;5.0;9.0;7.0;big data
342;2013;Health Care Sciences & Services;10.1016/j.ijmedinf.2012.11.003;Trustworthy reuse of health data: A transnational perspective;11.0;11.0;5.0;9.0;7.0;big data
343;2013;Medical Informatics;10.1016/j.ijmedinf.2012.11.003;Trustworthy reuse of health data: A transnational perspective;11.0;11.0;5.0;9.0;7.0;big data
344;2014;Law;10.1016/j.clsr.2013.12.004;Who owns our data?;1.0;0.0;1.0;1.0;0.0;big data
345;2014;Biochemical Research Methods;10.1109/TNB.2014.2319234;Dimension Reduction for p53 Protein Recognition by Using Incremental Partial Least Squares;2.0;31.0;1.0;2.0;1.0;big data
346;2014;Nanoscience & Nanotechnology;10.1109/TNB.2014.2319234;Dimension Reduction for p53 Protein Recognition by Using Incremental Partial Least Squares;2.0;31.0;1.0;2.0;1.0;big data
347;2014;Automation & Control Systems;10.1109/TIE.2014.2314068;Discrete-Event Shop-Floor Monitoring System in RFID-Enabled Manufacturing;5.0;25.0;2.0;2.0;0.0;big data
348;2014;Engineering, Electrical & Electronic;10.1109/TIE.2014.2314068;Discrete-Event Shop-Floor Monitoring System in RFID-Enabled Manufacturing;5.0;25.0;2.0;2.0;0.0;big data
349;2014;Instruments & Instrumentation;10.1109/TIE.2014.2314068;Discrete-Event Shop-Floor Monitoring System in RFID-Enabled Manufacturing;5.0;25.0;2.0;2.0;0.0;big data
350;2014;Multidisciplinary Sciences;10.7717/peerj.683;Visual analytics in healthcare education: exploring novel ways to analyze and represent big data in undergraduate medical education;3.0;27.0;1.0;1.0;0.0;big data
351;2013;Engineering, Biomedical;10.1109/TBME.2013.2244600;Grand Challenge: Applying Regulatory Science and Big Data to Improve Medical Device Innovation;3.0;29.0;1.0;2.0;3.0;big data
352;2014;Information Science & Library Science;10.1016/j.joi.2014.05.001;Knowledge diffusion path analysis of data quality literature: A main path analysis;4.0;66.0;2.0;3.0;0.0;big data
353;2014;Computer Science, Artificial Intelligence;10.1016/j.dss.2013.08.008;Understanding the paradigm shift to computational social science in the presence of big data;3.0;88.0;2.0;2.0;0.0;big data
354;2014;Computer Science, Information Systems;10.1016/j.dss.2013.08.008;Understanding the paradigm shift to computational social science in the presence of big data;3.0;88.0;2.0;2.0;0.0;big data
355;2014;Operations Research & Management Science;10.1016/j.dss.2013.08.008;Understanding the paradigm shift to computational social science in the presence of big data;3.0;88.0;2.0;2.0;0.0;big data
356;2014;Computer Science, Hardware & Architecture;10.1007/s00778-013-0332-z;Towards zero-overhead static and adaptive indexing in Hadoop;4.0;43.0;2.0;2.0;0.0;big data
357;2014;Computer Science, Information Systems;10.1007/s00778-013-0332-z;Towards zero-overhead static and adaptive indexing in Hadoop;4.0;43.0;2.0;2.0;0.0;big data
358;2014;Computer Science, Information Systems;10.6138/JIT.2014.15.6.14;Trusted Big Data Capture and Transport Architecture for Wireless Sensor Network;4.0;20.0;2.0;3.0;0.0;big data
359;2014;Telecommunications;10.6138/JIT.2014.15.6.14;Trusted Big Data Capture and Transport Architecture for Wireless Sensor Network;4.0;20.0;2.0;3.0;0.0;big data
360;2014;Computer Science, Hardware & Architecture;10.1007/s11227-014-1185-y;High performance parallel -means clustering for disk-resident datasets on multi-core CPUs;2.0;34.0;1.0;2.0;0.0;big data
361;2014;Computer Science, Theory & Methods;10.1007/s11227-014-1185-y;High performance parallel -means clustering for disk-resident datasets on multi-core CPUs;2.0;34.0;1.0;2.0;0.0;big data
362;2014;Engineering, Electrical & Electronic;10.1007/s11227-014-1185-y;High performance parallel -means clustering for disk-resident datasets on multi-core CPUs;2.0;34.0;1.0;2.0;0.0;big data
363;2014;Computer Science, Information Systems;10.1007/s12599-014-0315-7;Social Media Analytics An Interdisciplinary Approach and Its Implications for Information Systems;4.0;31.0;2.0;3.0;0.0;big data
364;2015;Computer Science, Theory & Methods;10.1016/j.fss.2014.01.015;Cost-sensitive linguistic fuzzy rule based classification systems under the MapReduce framework for imbalanced big data;4.0;73.0;1.0;1.0;2.0;big data
365;2015;Mathematics, Applied;10.1016/j.fss.2014.01.015;Cost-sensitive linguistic fuzzy rule based classification systems under the MapReduce framework for imbalanced big data;4.0;73.0;1.0;1.0;2.0;big data
366;2015;Statistics & Probability;10.1016/j.fss.2014.01.015;Cost-sensitive linguistic fuzzy rule based classification systems under the MapReduce framework for imbalanced big data;4.0;73.0;1.0;1.0;2.0;big data
367;2014;Computer Science, Information Systems;10.1016/j.ins.2014.04.042;On establishing nonlinear combinations of variables from small to big data for use in later processing;2.0;23.0;1.0;1.0;0.0;big data
368;2014;Multidisciplinary Sciences;10.1007/s11434-014-0570-5;Big data resource service platform for the internet financial industry;4.0;21.0;1.0;1.0;0.0;big data
369;2014;Computer Science, Theory & Methods;10.1007/s00607-013-0285-5;A multiscale approach to network event identification using geolocated twitter data;3.0;18.0;1.0;1.0;0.0;big data
370;2015;Computer Science, Theory & Methods;10.1109/TPDS.2013.2295810;A Time Efficient Approach for Detecting Errors in Big Sensor Data on Cloud;5.0;36.0;1.0;2.0;0.0;big data
371;2015;Engineering, Electrical & Electronic;10.1109/TPDS.2013.2295810;A Time Efficient Approach for Detecting Errors in Big Sensor Data on Cloud;5.0;36.0;1.0;2.0;0.0;big data
372;2011;Statistics & Probability;10.1198/jcgs.2011.4de;A Tale of Two Airports: Exploring Flight Traffic at SFO and OAK;1.0;0.0;1.0;1.0;0.0;big data
373;2013;Operations Research & Management Science;10.1016/j.ejor.2012.11.013;Selecting rows and columns for training support vector regression models with large retail datasets;2.0;46.0;1.0;1.0;1.0;big data
374;2015;Computer Science, Theory & Methods;10.1016/j.fss.2014.08.014;A fuzzy rough set approach for incremental feature selection on hybrid information systems;5.0;58.0;1.0;2.0;0.0;big data
375;2015;Mathematics, Applied;10.1016/j.fss.2014.08.014;A fuzzy rough set approach for incremental feature selection on hybrid information systems;5.0;58.0;1.0;2.0;0.0;big data
376;2015;Statistics & Probability;10.1016/j.fss.2014.08.014;A fuzzy rough set approach for incremental feature selection on hybrid information systems;5.0;58.0;1.0;2.0;0.0;big data
377;2014;Computer Science, Information Systems;10.1016/j.ins.2014.03.043;On the use of MapReduce for imbalanced big data using Random Forest;4.0;55.0;1.0;1.0;0.0;big data
378;2014;Computer Science, Information Systems;10.1007/s11265-014-0897-9;Pipelined HAC Estimation Engines for Multivariate Time Series;2.0;25.0;1.0;1.0;0.0;big data
379;2014;Engineering, Electrical & Electronic;10.1007/s11265-014-0897-9;Pipelined HAC Estimation Engines for Multivariate Time Series;2.0;25.0;1.0;1.0;0.0;big data
380;2015;Business;10.5437/08956308X5802291;Unstructured Text Analytics to Support New Product Development Decisions;3.0;4.0;1.0;3.0;0.0;big data
381;2015;Engineering, Industrial;10.5437/08956308X5802291;Unstructured Text Analytics to Support New Product Development Decisions;3.0;4.0;1.0;3.0;0.0;big data
382;2015;Management;10.5437/08956308X5802291;Unstructured Text Analytics to Support New Product Development Decisions;3.0;4.0;1.0;3.0;0.0;big data
383;2014;Computer Science, Information Systems;10.1007/s10586-013-0304-5;FastStor: improving the performance of a large scale hybrid storage system via caching and prefetching;4.0;26.0;1.0;1.0;0.0;big data
384;2014;Computer Science, Theory & Methods;10.1007/s10586-013-0304-5;FastStor: improving the performance of a large scale hybrid storage system via caching and prefetching;4.0;26.0;1.0;1.0;0.0;big data
385;2015;Computer Science, Information Systems;10.1007/s11042-014-1908-3;Theoretical analysis of constructing wavelet synopsis on partitioned data sets;1.0;20.0;1.0;1.0;1.0;big data
386;2015;Computer Science, Software Engineering;10.1007/s11042-014-1908-3;Theoretical analysis of constructing wavelet synopsis on partitioned data sets;1.0;20.0;1.0;1.0;1.0;big data
387;2015;Computer Science, Theory & Methods;10.1007/s11042-014-1908-3;Theoretical analysis of constructing wavelet synopsis on partitioned data sets;1.0;20.0;1.0;1.0;1.0;big data
388;2015;Engineering, Electrical & Electronic;10.1007/s11042-014-1908-3;Theoretical analysis of constructing wavelet synopsis on partitioned data sets;1.0;20.0;1.0;1.0;1.0;big data
389;2014;Radiology, Nuclear Medicine & Medical Imaging;10.1007/s10278-013-9653-0;Clinical Social Networking-A New Revolution in Provider Communication and Delivery of Clinical Information across Providers of Care?;7.0;23.0;1.0;1.0;0.0;big data
390;2014;Computer Science, Information Systems;10.1007/s12599-014-0341-5;Big Data and Information Processing in Organizational Decision Processes A Multiple Case Study;2.0;44.0;1.0;1.0;0.0;big data
391;2014;Computer Science, Information Systems;10.1007/s12599-014-0342-4;Taming Uncertainty in Big Data Evidence from Social Media in Urban Areas;4.0;17.0;1.0;1.0;0.0;big data
392;2014;Computer Science, Theory & Methods;10.1016/j.future.2014.02.006;Advances in data-intensive modelling and simulation;3.0;13.0;3.0;3.0;0.0;big data
393;2014;Geography;10.1016/j.apgeog.2014.06.016;Land use changes modelling using advanced methods: Cellular automata and artificial neural networks. The spatial and explicit representation of land cover dynamics at the cross-border region scale;5.0;93.0;3.0;3.0;0.0;big data
394;2012;Computer Science, Artificial Intelligence;10.1109/TFUZZ.2012.2201485;Fuzzy c-Means Algorithms for Very Large Data;5.0;53.0;2.0;3.0;23.0;big data
395;2012;Engineering, Electrical & Electronic;10.1109/TFUZZ.2012.2201485;Fuzzy c-Means Algorithms for Very Large Data;5.0;53.0;2.0;3.0;23.0;big data
396;2014;Computer Science, Hardware & Architecture;10.1007/s11227-014-1251-5;Cloud computing in e-Science: research challenges and opportunities;13.0;131.0;4.0;8.0;0.0;big data
397;2014;Computer Science, Theory & Methods;10.1007/s11227-014-1251-5;Cloud computing in e-Science: research challenges and opportunities;13.0;131.0;4.0;8.0;0.0;big data
398;2014;Engineering, Electrical & Electronic;10.1007/s11227-014-1251-5;Cloud computing in e-Science: research challenges and opportunities;13.0;131.0;4.0;8.0;0.0;big data
399;2015;Computer Science, Artificial Intelligence;10.1016/j.neucom.2014.04.078;MRPR: A Map Reduce solution for prototype reduction in big data classification;5.0;52.0;2.0;3.0;0.0;big data
400;2014;Neuroimaging;10.1007/s11682-013-9255-y;"Human neuroimaging as a ""Big Data"" science";2.0;66.0;1.0;1.0;3.0;big data
401;2012;Operations Research & Management Science;10.1007/s11518-012-5194-1;The next industrial revolution: Integrated services and goods;1.0;40.0;1.0;1.0;2.0;big data
402;2014;Computer Science, Interdisciplinary Applications;10.1007/s11192-013-1106-5;The implications of big data for developing and transitional economies: Extending the Triple Helix?;1.0;20.0;1.0;1.0;0.0;big data
403;2014;Information Science & Library Science;10.1007/s11192-013-1106-5;The implications of big data for developing and transitional economies: Extending the Triple Helix?;1.0;20.0;1.0;1.0;0.0;big data
404;2014;Information Science & Library Science;10.3145/epi.2014.nov.02;Big data technologies for image retrieval and analysis in web environments;3.0;19.0;1.0;1.0;0.0;big data
405;2014;Information Science & Library Science;10.3145/epi.2014.nov.01;Big data and web analytics. Studying the currents and fishing in an ocean of data;1.0;8.0;1.0;1.0;2.0;big data
406;2014;Demography;10.1007/s13524-013-0240-2;Big Microdata for Population Research;1.0;31.0;1.0;1.0;1.0;big data
407;2014;Biotechnology & Applied Microbiology;10.1186/1471-2164-15-265;VCGDB: a dynamic genome database of the Chinese population;8.0;48.0;1.0;2.0;0.0;big data
408;2014;Genetics & Heredity;10.1186/1471-2164-15-265;VCGDB: a dynamic genome database of the Chinese population;8.0;48.0;1.0;2.0;0.0;big data
409;2014;Computer Science, Interdisciplinary Applications;10.1016/j.compind.2014.01.009;Collaborative simulation and scientific big data analysis: Illustration for sustainability in natural hazards management and chemical process engineering;5.0;41.0;1.0;4.0;1.0;big data
410;2015;Energy & Fuels;10.1016/j.apenergy.2014.11.042;Big-data for building energy performance: Lessons from assembling a very large national database of building energy use;6.0;41.0;1.0;1.0;0.0;big data
411;2015;Engineering, Chemical;10.1016/j.apenergy.2014.11.042;Big-data for building energy performance: Lessons from assembling a very large national database of building energy use;6.0;41.0;1.0;1.0;0.0;big data
412;2015;Computer Science, Software Engineering;10.1016/j.jss.2014.09.016;An effective and economical architecture for semantic-based heterogeneous multimedia big data retrieval;5.0;36.0;2.0;2.0;0.0;big data
413;2015;Computer Science, Theory & Methods;10.1016/j.jss.2014.09.016;An effective and economical architecture for semantic-based heterogeneous multimedia big data retrieval;5.0;36.0;2.0;2.0;0.0;big data
414;2011;Computer Science, Artificial Intelligence;10.1145/1989734.1989742;Spatiotemporal Correlations in Criminal Offense Records;3.0;17.0;1.0;3.0;2.0;big data
415;2011;Computer Science, Information Systems;10.1145/1989734.1989742;Spatiotemporal Correlations in Criminal Offense Records;3.0;17.0;1.0;3.0;2.0;big data
416;2015;Business;10.1016/j.ibusrev.2014.07.012;Country-risk measurement and analysis: A new conceptualization and managerial tool;3.0;46.0;1.0;2.0;0.0;big data
417;2014;Pharmacology & Pharmacy;10.1358/dot.2014.50.8.2217229;DEVELOPMENTS IN CLINICAL TRIALS: A PHARMA MATTERS REPORT;4.0;0.0;2.0;1.0;0.0;big data
418;2013;Chemistry, Multidisciplinary;10.1186/1758-2946-5-34;A big data approach to the ultra-fast prediction of DFT-calculated bond energies;3.0;29.0;1.0;2.0;3.0;big data
419;2013;Computer Science, Information Systems;10.1186/1758-2946-5-34;A big data approach to the ultra-fast prediction of DFT-calculated bond energies;3.0;29.0;1.0;2.0;3.0;big data
420;2013;Computer Science, Interdisciplinary Applications;10.1186/1758-2946-5-34;A big data approach to the ultra-fast prediction of DFT-calculated bond energies;3.0;29.0;1.0;2.0;3.0;big data
421;2014;Computer Science, Hardware & Architecture;;CLOUDY CLOUDS;1.0;0.0;0.0;0.0;0.0;big data
422;2014;Computer Science, Software Engineering;;CLOUDY CLOUDS;1.0;0.0;0.0;0.0;0.0;big data
423;2014;Biology;10.5582/bst.2014.01048;Semantic Web technologies for the big data in life sciences;2.0;81.0;1.0;2.0;0.0;big data
424;2013;Information Science & Library Science;10.3145/epi.2013.sep.08;Evolution of documents repositories. The SocialNet case;3.0;20.0;1.0;2.0;0.0;big data
425;2014;Computer Science, Artificial Intelligence;10.1016/j.dss.2014.03.010;Orthogonal rotations in latent semantic analysis: An empirical study;2.0;45.0;1.0;2.0;0.0;big data
426;2014;Computer Science, Information Systems;10.1016/j.dss.2014.03.010;Orthogonal rotations in latent semantic analysis: An empirical study;2.0;45.0;1.0;2.0;0.0;big data
427;2014;Operations Research & Management Science;10.1016/j.dss.2014.03.010;Orthogonal rotations in latent semantic analysis: An empirical study;2.0;45.0;1.0;2.0;0.0;big data
428;2014;Computer Science, Information Systems;10.3837/tiis.2014.02.014;Business Intelligence and Marketing Insights in an Era of Big Data: The Q-sorting Approach;1.0;16.0;1.0;1.0;1.0;big data
429;2014;Telecommunications;10.3837/tiis.2014.02.014;Business Intelligence and Marketing Insights in an Era of Big Data: The Q-sorting Approach;1.0;16.0;1.0;1.0;1.0;big data
430;2014;Chemistry, Multidisciplinary;10.1186/s13321-014-0044-4;InCHlib - interactive cluster heatmap for web applications;3.0;57.0;1.0;2.0;0.0;big data
431;2014;Computer Science, Information Systems;10.1186/s13321-014-0044-4;InCHlib - interactive cluster heatmap for web applications;3.0;57.0;1.0;2.0;0.0;big data
432;2014;Computer Science, Interdisciplinary Applications;10.1186/s13321-014-0044-4;InCHlib - interactive cluster heatmap for web applications;3.0;57.0;1.0;2.0;0.0;big data
433;2015;Allergy;10.1016/j.jaci.2014.10.041;Making it big in allergy;3.0;21.0;1.0;2.0;0.0;big data
434;2015;Immunology;10.1016/j.jaci.2014.10.041;Making it big in allergy;3.0;21.0;1.0;2.0;0.0;big data
435;2013;Computer Science, Interdisciplinary Applications;10.1016/j.jbi.2013.07.001;'Big data', Hadoop and cloud computing in genomics;3.0;68.0;1.0;1.0;11.0;big data
436;2013;Medical Informatics;10.1016/j.jbi.2013.07.001;'Big data', Hadoop and cloud computing in genomics;3.0;68.0;1.0;1.0;11.0;big data
437;2015;Multidisciplinary Sciences;10.1007/s11434-014-0698-3;A Connectome Computation System for discovery science of brain;5.0;95.0;1.0;3.0;1.0;big data
438;2014;Automation & Control Systems;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
439;2014;Chemistry, Analytical;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
440;2014;Computer Science, Artificial Intelligence;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
441;2014;Instruments & Instrumentation;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
442;2014;Mathematics, Interdisciplinary Applications;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
443;2014;Statistics & Probability;10.1016/chemolab.2014.04.011;Visualizing Big data with Compressed Score Plots: Approach and research challenges;1.0;66.0;1.0;1.0;4.0;big data
444;2014;Computer Science, Theory & Methods;10.1007/s00607-013-0282-8;Visualizing big network traffic data using frequent pattern mining and hypergraphs;4.0;28.0;2.0;2.0;0.0;big data
445;2013;Education & Educational Research;10.1016/j.asw.2013.08.002;Everything is illuminated: What big data can tell us about teacher commentary;2.0;31.0;1.0;1.0;0.0;big data
446;2013;Linguistics;10.1016/j.asw.2013.08.002;Everything is illuminated: What big data can tell us about teacher commentary;2.0;31.0;1.0;1.0;0.0;big data
447;2014;Mathematical & Computational Biology;10.1186/1756-0381-7-22;Applications of the MapReduce programming framework to clinical big data analysis: current landscape and future trends;3.0;84.0;1.0;2.0;0.0;big data
448;2015;Education & Educational Research;10.1080/13573322.2014.962496;Data assemblages, sentient schools and digitised health and physical education (response to Gard);1.0;44.0;1.0;1.0;0.0;big data
449;2015;Hospitality, Leisure, Sport & Tourism;10.1080/13573322.2014.962496;Data assemblages, sentient schools and digitised health and physical education (response to Gard);1.0;44.0;1.0;1.0;0.0;big data
450;2015;Sport Sciences;10.1080/13573322.2014.962496;Data assemblages, sentient schools and digitised health and physical education (response to Gard);1.0;44.0;1.0;1.0;0.0;big data
451;2014;Computer Science, Theory & Methods;10.1016/j.future.2013.08.007;Parallel processing of large graphs;3.0;28.0;1.0;1.0;2.0;big data
452;2015;Computer Science, Theory & Methods;10.1016/j.parco.2014.09.005;High performance solutions for big-data GWAS;3.0;16.0;1.0;1.0;0.0;big data
453;2014;Computer Science, Hardware & Architecture;10.1007/s00778-014-0357-y;The Stratosphere platform for big data analytics;18.0;64.0;2.0;4.0;0.0;big data
454;2014;Computer Science, Information Systems;10.1007/s00778-014-0357-y;The Stratosphere platform for big data analytics;18.0;64.0;2.0;4.0;0.0;big data
455;2015;Education & Educational Research;10.1007/s10649-015-9592-4;"Learning to reason from samples: commentary from the perspectives of task design and the emergence of ""big data""";3.0;12.0;2.0;3.0;0.0;big data
456;2014;Business;10.1016/j.techfore.2013.10.021;The possibility of using search traffic information to explore consumer product attitudes and forecast consumer preference;3.0;41.0;1.0;3.0;0.0;big data
457;2014;Planning & Development;10.1016/j.techfore.2013.10.021;The possibility of using search traffic information to explore consumer product attitudes and forecast consumer preference;3.0;41.0;1.0;3.0;0.0;big data
458;2014;Statistics & Probability;10.1080/01621459.2013.836972;Kernels, Degrees of Freedom, and Power Properties of Quadratic Distance Goodness-of-Fit Tests;3.0;19.0;2.0;3.0;0.0;big data
459;2015;Operations Research & Management Science;10.1016/j.ejor.2014.08.029;Operational research from Taylorism to Terabytes: A research agenda for the analytics age;3.0;119.0;1.0;1.0;0.0;big data
460;2014;Transportation Science & Technology;10.1016/j.trc.2014.04.003;Urban activity pattern classification using topic models from online geo-location data;2.0;34.0;1.0;1.0;0.0;big data
461;2015;Computer Science, Information Systems;10.1016/j.is.2014.07.006;"The rise of ""big data"" on cloud computing: Review and open research issues";6.0;126.0;2.0;2.0;0.0;big data
462;2014;Engineering, Electrical & Electronic;10.1109/JPROC.2014.2359054;Tracking the Digital Footprints of Personality;2.0;54.0;3.0;3.0;0.0;big data
463;2014;Computer Science, Artificial Intelligence;10.1016/j.knosys.2014.04.039;Enriching semantic knowledge bases for opinion mining in big data applications;3.0;22.0;2.0;2.0;0.0;big data
464;2014;Computer Science, Theory & Methods;10.1016/j.future.2013.10.015;Semantic-based QoS management in cloud systems: Current status and future challenges;3.0;94.0;1.0;1.0;6.0;big data
465;2015;Computer Science, Theory & Methods;10.1016/j.future.2014.09.008;High frequency batch-oriented computations over large sliding time windows;3.0;43.0;1.0;1.0;0.0;big data
466;2014;Engineering, Electrical & Electronic;10.1109/TSG.2014.2321582;NilmDB: The Non-Intrusive Load Monitor Database;3.0;20.0;1.0;1.0;0.0;big data
467;2015;Hospitality, Leisure, Sport & Tourism;10.1016/j.ijhm.2014.10.013;What can big data and text analytics tell us about hotel guest experience and satisfaction?;4.0;57.0;1.0;3.0;0.0;big data
468;2014;Statistics & Probability;10.5705/ss.2013.088;A SPLIT-AND-CONQUER APPROACH FOR ANALYSIS OF EXTRAORDINARILY LARGE DATA;2.0;31.0;1.0;1.0;0.0;big data
469;2015;Communication;10.1177/1527476414547774;Inside the Data Spectacle;1.0;46.0;1.0;1.0;0.0;big data
470;2015;Film, Radio, Television;10.1177/1527476414547774;Inside the Data Spectacle;1.0;46.0;1.0;1.0;0.0;big data
471;2013;Computer Science, Artificial Intelligence;10.1109/TKDE.2012.203;Efficient Skyline Computation on Big Data;4.0;37.0;1.0;1.0;2.0;big data
472;2013;Computer Science, Information Systems;10.1109/TKDE.2012.203;Efficient Skyline Computation on Big Data;4.0;37.0;1.0;1.0;2.0;big data
473;2013;Engineering, Electrical & Electronic;10.1109/TKDE.2012.203;Efficient Skyline Computation on Big Data;4.0;37.0;1.0;1.0;2.0;big data
474;2012;Biology;10.1186/1745-6150-7-43;Bioinformatics clouds for big data manipulation;5.0;44.0;2.0;4.0;15.0;big data
475;2014;Computer Science, Theory & Methods;10.1016/j.future.2013.12.036;Performance evaluation of NoSQL big-data applications using multi-formalism models;3.0;47.0;1.0;3.0;1.0;big data
476;2014;Information Science & Library Science;10.3145/epi.2014.nov.03;Big data transforms the interpretation of the social media;2.0;41.0;1.0;1.0;1.0;big data
477;2013;Computer Science, Artificial Intelligence;10.1142/S0218194013500241;GRANULARITIES AND INCONSISTENCIES IN BIG DATA ANALYSIS;1.0;14.0;1.0;1.0;2.0;big data
478;2013;Computer Science, Software Engineering;10.1142/S0218194013500241;GRANULARITIES AND INCONSISTENCIES IN BIG DATA ANALYSIS;1.0;14.0;1.0;1.0;2.0;big data
479;2013;Engineering, Electrical & Electronic;10.1142/S0218194013500241;GRANULARITIES AND INCONSISTENCIES IN BIG DATA ANALYSIS;1.0;14.0;1.0;1.0;2.0;big data
480;2014;Computer Science, Information Systems;10.1007/s12599-014-0344-2;Comparing Business Intelligence and Big Data Skills A Text Mining Study Using Job Advertisements;3.0;51.0;1.0;1.0;0.0;big data
481;2014;Multidisciplinary Sciences;10.1007/s11434-014-0645-3;Scientific big data and Digital Earth;4.0;48.0;1.0;1.0;0.0;big data
482;2014;Computer Science, Information Systems;10.1007/s10586-014-0360-5;Effective and efficient data sampling using bitmap indices;6.0;51.0;1.0;2.0;0.0;big data
483;2014;Computer Science, Theory & Methods;10.1007/s10586-014-0360-5;Effective and efficient data sampling using bitmap indices;6.0;51.0;1.0;2.0;0.0;big data
484;2014;Hospitality, Leisure, Sport & Tourism;10.1016/j.annals.2014.03.008;Tourism marketing research: Past, present and future;2.0;93.0;1.0;1.0;0.0;big data
485;2014;Sociology;10.1016/j.annals.2014.03.008;Tourism marketing research: Past, present and future;2.0;93.0;1.0;1.0;0.0;big data
486;2013;Computer Science, Theory & Methods;10.1016/j.jpdc.2012.06.009;p-PIC: Parallel power iteration clustering for big data;5.0;40.0;1.0;1.0;2.0;big data
487;2014;Computer Science, Artificial Intelligence;10.1016/j.eswa.2013.08.088;Extending market basket analysis with graph mining techniques: A real case;2.0;22.0;1.0;1.0;1.0;big data
488;2014;Engineering, Electrical & Electronic;10.1016/j.eswa.2013.08.088;Extending market basket analysis with graph mining techniques: A real case;2.0;22.0;1.0;1.0;1.0;big data
489;2014;Operations Research & Management Science;10.1016/j.eswa.2013.08.088;Extending market basket analysis with graph mining techniques: A real case;2.0;22.0;1.0;1.0;1.0;big data
490;2014;Computer Science, Information Systems;10.1016/j.ins.2014.05.037;Transmission protocol for secure big data in two-hop wireless networks with cooperative jamming;2.0;29.0;1.0;1.0;0.0;big data
491;2015;Computer Science, Information Systems;10.1016/j.is.2014.05.007;A novel policy-driven reversible anonymisation scheme for XML-based services;2.0;25.0;1.0;1.0;0.0;big data
492;2015;Psychology, Multidisciplinary;10.1002/ijop.12125;Cultural evolution over the last 40 years in China: Using the Google Ngram Viewer to study implications of social and political change for cultural values;2.0;32.0;2.0;2.0;3.0;big data
493;2014;Computer Science, Interdisciplinary Applications;10.1016/j.cageo.2014.07.005;Optimisation of global grids for high-resolution remote sensing data;3.0;28.0;1.0;1.0;0.0;big data
494;2014;Geosciences, Multidisciplinary;10.1016/j.cageo.2014.07.005;Optimisation of global grids for high-resolution remote sensing data;3.0;28.0;1.0;1.0;0.0;big data
495;2014;Computer Science, Software Engineering;10.1109/MIC.2014.67;EIC Misha Rabinovich Talks with Dejan Milojicic and Vint Cerf;3.0;0.0;0.0;0.0;0.0;big data
496;2015;Mathematical & Computational Biology;10.1186/s13040-015-0037-5;Big data - a 21st century science Maginot Line? No-boundary thinking: shifting from the big data paradigm;25.0;6.0;1.0;19.0;0.0;big data
497;2014;Communication;10.1016/j.telpol.2014.10.002;Big data's impact on privacy, security and consumer welfare;1.0;99.0;1.0;1.0;0.0;big data
498;2014;Information Science & Library Science;10.1016/j.telpol.2014.10.002;Big data's impact on privacy, security and consumer welfare;1.0;99.0;1.0;1.0;0.0;big data
499;2014;Telecommunications;10.1016/j.telpol.2014.10.002;Big data's impact on privacy, security and consumer welfare;1.0;99.0;1.0;1.0;0.0;big data
500;2013;Computer Science, Artificial Intelligence;10.1109/TKDE.2012.220;Bias Correction in a Small Sample from Big Data;2.0;27.0;1.0;1.0;1.0;big data
501;2013;Computer Science, Information Systems;10.1109/TKDE.2012.220;Bias Correction in a Small Sample from Big Data;2.0;27.0;1.0;1.0;1.0;big data
502;2013;Engineering, Electrical & Electronic;10.1109/TKDE.2012.220;Bias Correction in a Small Sample from Big Data;2.0;27.0;1.0;1.0;1.0;big data
503;2015;Computer Science, Artificial Intelligence;10.1109/TCYB.2014.2318898;An Incremental and Distributed Inference Method for Large-Scale Ontologies Based on MapReduce Paradigm;4.0;19.0;2.0;4.0;0.0;big data
504;2015;Computer Science, Cybernetics;10.1109/TCYB.2014.2318898;An Incremental and Distributed Inference Method for Large-Scale Ontologies Based on MapReduce Paradigm;4.0;19.0;2.0;4.0;0.0;big data
505;2014;Computer Science, Theory & Methods;10.1016/j.future.2014.02.004;Semantics, intelligent processing and services for big data;2.0;11.0;2.0;2.0;1.0;big data
506;2014;Transportation Science & Technology;10.1016/j.trc.2014.04.013;Improving rail network velocity: A machine learning approach to predictive maintenance;7.0;22.0;1.0;3.0;1.0;big data
